"PLANO ISD","HAGGARD MIDDLE","043910044","043910","06 - 09","M","043","10","COLLIN","","N","E","NA","M","","N"
"PLANO ISD","HARRINGTON EL","043910118","043910","EE - 05","E","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","HEDGCOXE EL","043910125","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","HENDRICK MIDDLE","043910048","043910","06 - 08","M","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","HOSPITAL/HOMEBOUND","043910200","043910","EE - 12","B","043","10","COLLIN","","N","N","NR","","","N"
"PLANO ISD","HUFFMAN EL","043910120","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","R","","N"
"PLANO ISD","HUGHSTON EL","043910114","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","R","","N"
"PLANO ISD","JACKSON EL","043910101","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","R","","N"
"PLANO ISD","JASPER H S","043910009","043910","09 - 10","S","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","JUPITER CENTER","043910205","043910","EE - PK","E","043","10","COLLIN","","N","N","NR","","","N"
"PLANO ISD","MATHEWS EL","043910122","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","R","","N"
"PLANO ISD","MEADOWS EL","043910102","043910","PK - 05","E","043","10","COLLIN","","N","E","NA","R","","N"
"PLANO ISD","MEMORIAL EL","043910105","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","MENDENHALL EL","043910103","043910","KG - 05","E","043","10","COLLIN","","N","A","NA","NQ","","N"
"PLANO ISD","MILLER EL","043910131","043910","EE - 05","E","043","10","COLLIN","","N","A","NA","NQ","","N"
"PLANO ISD","MITCHELL EL","043910126","043910","EE - 05","E","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","PLANO EAST SR H S","043910006","043910","11 - 12","S","043","10","COLLIN","043910005","N","R","NQ","NQ","CLARK H S","N"
"PLANO ISD","PLANO SR H S","043910001","043910","11 - 12","S","043","10","COLLIN","043910007","N","E","AC","NQ","JASPER HS","N"
"PLANO ISD","RASOR EL","043910127","043910","EE - 05","E","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","RENNER MIDDLE","043910049","043910","06 - 08","M","043","10","COLLIN","","N","E","NA","RM","","N"
"PLANO ISD","ROBINSON MIDDLE","043910050","043910","05 - 08","M","043","10","COLLIN","","N","E","NA","R","","N"
"PLANO ISD","ROSE HAGGAR EL","043910130","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","SAIGLING EL","043910115","043910","EE - 05","E","043","10","COLLIN","","N","R","NA","NQ","","N"
"PLANO ISD","SCHIMELPFENIG MIDDLE","043910047","043910","06 - 09","M","043","10","COLLIN","","N","E","NA","R","","N"
"PLANO ISD","SHEPARD EL","043910108","043910","EE - 05","E","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","SHEPTON H S","043910007","043910","09 - 10","S","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","SIGLER EL","043910104","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","R","","N"
"PLANO ISD","SKAGGS EL","043910133","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","RM","","N"
"PLANO ISD","THOMAS EL","043910117","043910","KG - 05","E","043","10","COLLIN","","N","A","NA","R","","N"
"PLANO ISD","VINES H S","043910004","043910","09 - 11","S","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","WEATHERFORD EL","043910113","043910","EE - 05","E","043","10","COLLIN","","N","R","NA","NQ","","N"
"PLANO ISD","WELLS EL","043910116","043910","KG - 05","E","043","10","COLLIN","","N","E","NA","NQ","","N"
"PLANO ISD","WILLIAMS H S","043910003","043910","09 - 11","S","043","10","COLLIN","","N","A","NA","R","","N"
"PLANO ISD","WILSON MIDDLE","043910043","043910","06 - 08","M","043","10","COLLIN","","N","E","NA","RM","","N"
"PLEASANT GROVE ISD","PLEASANT GROVE EL","019912102","019912","EE - 04","E","019","08","BOWIE","","N","R","NA","NQ","","N"
"PLEASANT GROVE ISD","PLEASANT GROVE H S","019912001","019912","09 - 12","S","019","08","BOWIE","","N","R","NQ","R","","N"
"PLEASANT GROVE ISD","PLEASANT GROVE MIDDLE","019912041","019912","05 - 08","M","019","08","BOWIE","","N","E","NA","NQ","","N"
"PLEASANTON ISD","ATASCOSA CO ALTER","007905004","007905","09 - 09","S","007","20","ATASCOSA","","N","N","NR","","","N"
"PLEASANTON ISD","BIGFOOT ALTER H S CTR","007905003","007905","09 - 11","S","007","20","ATASCOSA","","N","N","NR","","","N"
"PLEASANTON ISD","BIGFOOT ALTER J H CTR","007905042","007905","07 - 08","M","007","20","ATASCOSA","","N","N","NR","","","N"
"PLEASANTON ISD","CAMPBELLTON EL","007905101","007905","PK - 04","E","007","20","ATASCOSA","","N","E","NA","NQ","","N"
"PLEASANTON ISD","LEMING EL","007905102","007905","PK - 01","E","007","20","ATASCOSA","007905103","N","A","NA","NQ","PLEASANTON EL","N"
"PLEASANTON ISD","PLEASANTON EL","007905103","007905","EE - 05","E","007","20","ATASCOSA","","N","A","NA","NQ","","N"
"PLEASANTON ISD","PLEASANTON H S","007905001","007905","09 - 12","S","007","20","ATASCOSA","","N","A","NQ","NQ","","N"
"PLEASANTON ISD","PLEASANTON J H","007905041","007905","06 - 08","M","007","20","ATASCOSA","","N","A","NA","NQ","","N"
"PLEASANTON ISD","PLEASANTON KIND CTR","007905105","007905","EE - 01","E","007","20","ATASCOSA","","N","N","NR","","","N"
"PLEASANTON ISD","PLEASANTON PRI","007905104","007905","01 - 02","E","007","20","ATASCOSA","007905103","N","A","NA","NQ","PLEASANTON EL","N"
"PLEMONS-STINNETT-PHILLIPS CONS ISD","C H A M P S","117904002","117904","09 - 12","S","117","16","HUTCHINSON","","N","1","PE","","","N"
"PLEMONS-STINNETT-PHILLIPS CONS ISD","WEST TEXAS EL","117904101","117904","EE - 05","E","117","16","HUTCHINSON","","N","R","NA","NQ","","N"
"PLEMONS-STINNETT-PHILLIPS CONS ISD","WEST TEXAS H S","117904001","117904","09 - 12","S","117","16","HUTCHINSON","","N","R","NQ","NQ","","N"
"PLEMONS-STINNETT-PHILLIPS CONS ISD","WEST TEXAS MIDDLE","117904041","117904","06 - 08","M","117","16","HUTCHINSON","","N","E","NA","NQ","","N"
"POINT ISABEL ISD","DERRY EL","031909101","031909","03 - 05","E","031","01","CAMERON","","N","R","NA","NQ","","N"
"POINT ISABEL ISD","GARRIGA EL","031909102","031909","EE - 02","E","031","01","CAMERON","031909101","N","R","NA","NQ","DERRY EL","N"
"POINT ISABEL ISD","PORT ISABEL H S","031909001","031909","09 - 12","S","031","01","CAMERON","","N","A","NQ","NQ","","N"
"POINT ISABEL ISD","PORT ISABEL J H","031909041","031909","06 - 08","M","031","01","CAMERON","","N","R","NA","R","","N"
"PONDER ISD","PONDER EL","061906101","061906","PK - 06","E","061","11","DENTON","","N","A","NA","NQ","","N"
"PONDER ISD","PONDER H S","061906001","061906","07 - 12","S","061","11","DENTON","","N","E","NQ","NQ","","N"
"POOLVILLE ISD","POOLVILLE SCHOOL","184901001","184901","PK - 12","B","184","11","PARKER","","N","R","NQ","NQ","","N"
"PORT ARANSAS ISD","BRUNDRETT MIDDLE","178908041","178908","06 - 08","M","178","02","NUECES","","N","E","NA","RM","","N"
"PORT ARANSAS ISD","OLSEN EL","178908101","178908","PK - 05","E","178","02","NUECES","","N","E","NA","R","","N"
"PORT ARANSAS ISD","PORT ARANSAS H S","178908001","178908","09 - 12","S","178","02","NUECES","","N","E","NQ","NQ","","N"
"PORT ARTHUR ISD","AUSTIN H S","123907001","123907","06 - 12","B","123","05","JEFFERSON","","N","A","NQ","NQ","","N"
"PORT ARTHUR ISD","DEQUEEN EL","123907102","123907","PK - 05","E","123","05","JEFFERSON","","N","A","NA","NQ","","N"
"PORT ARTHUR ISD","DOWLING EL","123907113","123907","PK - 05","E","123","05","JEFFERSON","","N","A","NA","NQ","","N"
"PORT ARTHUR ISD","EDISON MIDDLE","123907041","123907","06 - 08","M","123","05","JEFFERSON","","N","A","NA","NQ","","N"
"PORT ARTHUR ISD","FRANKLIN EL","123907104","123907","PK - 05","E","123","05","JEFFERSON","","N","A","NA","NQ","","N"
"PORT ARTHUR ISD","HOUSTON EL","123907103","123907","PK - 05","E","123","05","JEFFERSON","","N","R","NA","NQ","","N"
"PORT ARTHUR ISD","HUGHEN SCH","123907114","123907","EE - 12","B","123","05","JEFFERSON","","N","N","NR","","","N"
"PORT ARTHUR ISD","JEFFERSON CO YOUTH ACAD","123907007","123907","07 - 10","S","123","05","JEFFERSON","","N","N","NR","","","N"
"PORT ARTHUR ISD","JEFFERSON H S","123907002","123907","09 - 12","S","123","05","JEFFERSON","","N","L","NE","NE","","N"
"PORT ARTHUR ISD","LAMAR SCH","123907005","123907","06 - 12","B","123","05","JEFFERSON","","N","1","PE","","","N"
"PORT ARTHUR ISD","LEE EL","123907105","123907","PK - 05","E","123","05","JEFFERSON","","N","A","NA","NQ","","N"
"PORT ARTHUR ISD","LINCOLN H S","123907003","123907","09 - 12","S","123","05","JEFFERSON","","N","A","NQ","NQ","","N"
"PORT ARTHUR ISD","PEASE EL","123907106","123907","PK - 05","E","123","05","JEFFERSON","","N","A","NA","NQ","","N"
"PORT ARTHUR ISD","TRAVIS EL","123907108","123907","PK - 05","E","123","05","JEFFERSON","","N","R","NA","R","","N"
"PORT ARTHUR ISD","TYRRELL EL","123907109","123907","PK - 05","E","123","05","JEFFERSON","","N","R","NA","NQ","","N"
"PORT ARTHUR ISD","WASHINGTON EL","123907110","123907","PK - 05","E","123","05","JEFFERSON","","N","A","NA","NQ","","N"
"PORT ARTHUR ISD","WHEATLEY EL","123907111","123907","EE - KG","E","123","05","JEFFERSON","","N","N","NR","","","N"
"PORT ARTHUR ISD","WILSON MIDDLE","123907043","123907","06 - 08","M","123","05","JEFFERSON","","N","A","NA","NQ","","N"
"PORT NECHES-GROVES ISD","ALTER SCH","123908002","123908","07 - 12","S","123","05","JEFFERSON","","N","N","NR","","","N"
"PORT NECHES-GROVES ISD","GROVES EL","123908101","123908","04 - 05","E","123","05","JEFFERSON","","N","R","NA","NQ","","N"
"PORT NECHES-GROVES ISD","GROVES MIDDLE","123908041","123908","06 - 08","M","123","05","JEFFERSON","","N","E","NA","NQ","","N"
"PORT NECHES-GROVES ISD","PORT NECHES EL","123908102","123908","04 - 05","E","123","05","JEFFERSON","","N","A","NA","NQ","","N"
"PORT NECHES-GROVES ISD","PORT NECHES MIDDLE","123908042","123908","06 - 08","M","123","05","JEFFERSON","","N","E","NA","NQ","","N"
"PORT NECHES-GROVES ISD","PORT NECHES-GROVES H S","123908001","123908","09 - 12","S","123","05","JEFFERSON","","N","E","NQ","R","","N"
"PORT NECHES-GROVES ISD","PRE SCHOOL CTR","123908110","123908","EE - PK","E","123","05","JEFFERSON","","N","N","NR","","","N"
"PORT NECHES-GROVES ISD","RIDGEWOOD EL","123908103","123908","KG - 03","E","123","05","JEFFERSON","","N","E","NA","NQ","PORT NECHES ELEM.","N"
"PORT NECHES-GROVES ISD","TAFT EL","123908104","123908","KG - 03","E","123","05","JEFFERSON","","N","E","NA","NQ","GROVES ELEM.","N"
"PORT NECHES-GROVES ISD","VAN BUREN EL","123908105","123908","KG - 03","E","123","05","JEFFERSON","","N","E","NA","NQ","GROVES ELEM.","N"
"PORT NECHES-GROVES ISD","WOODCREST EL","123908107","123908","KG - 03","E","123","05","JEFFERSON","","N","E","NA","NQ","PORT NECHES ELEM.","N"
"POST ISD","POST EL","085902101","085902","EE - 05","E","085","17","GARZA","","N","A","NA","NQ","","N"
"POST ISD","POST H S","085902001","085902","09 - 12","S","085","17","GARZA","","N","A","NQ","NQ","","N"
"POST ISD","POST MIDDLE","085902041","085902","06 - 08","M","085","17","GARZA","","N","R","NA","NQ","","N"
"POTEET ISD","A C E S","007906002","007906","07 - 12","S","007","20","ATASCOSA","","N","2","PE","","","N"
"POTEET ISD","ATASCOSA CO JUVENILE UNIT","007906003","007906","07 - 07","M","007","20","ATASCOSA","","N","N","NR","","","N"
"POTEET ISD","POTEET EL","007906101","007906","EE - 05","E","007","20","ATASCOSA","","N","A","NA","NQ","","N"
"POTEET ISD","POTEET H S","007906001","007906","09 - 12","S","007","20","ATASCOSA","","N","A","NQ","NQ","","N"
"POTEET ISD","POTEET J H","007906041","007906","06 - 08","M","007","20","ATASCOSA","","N","A","NA","NQ","","N"
"POTH ISD","POTH EL","247904101","247904","KG - 05","E","247","20","WILSON","","N","R","NA","NQ","","N"
"POTH ISD","POTH H S","247904001","247904","09 - 12","S","247","20","WILSON","","N","E","NQ","NQ","","N"
"POTH ISD","POTH J H","247904041","247904","06 - 08","M","247","20","WILSON","","N","A","NA","NQ","","N"
"POTTSBORO ISD","POTTSBORO EL","091913101","091913","EE - 04","E","091","10","GRAYSON","","N","A","NA","NQ","","N"
"POTTSBORO ISD","POTTSBORO H S","091913001","091913","09 - 12","S","091","10","GRAYSON","","N","A","NQ","NQ","","N"
"POTTSBORO ISD","POTTSBORO MIDDLE","091913041","091913","05 - 08","M","091","10","GRAYSON","","N","R","NA","R","","N"
"PRAIRIE LEA ISD","PRAIRIE LEA SCHOOL","028906001","028906","EE - 12","B","028","13","CALDWELL","","N","A","NQ","NQ","","N"
"PRAIRIE VALLEY ISD","PRAIRIE VALLEY EL","169909101","169909","KG - 06","E","169","09","MONTAGUE","","N","R","NA","M","","N"
"PRAIRIE VALLEY ISD","PRAIRIE VALLEY H S","169909001","169909","07 - 12","S","169","09","MONTAGUE","","N","E","NQ","NQ","","N"
"PRAIRILAND ISD","BLOSSOM EL","139912101","139912","KG - 08","E","139","08","LAMAR","","N","R","NA","NQ","","N"
"PRAIRILAND ISD","DEPORT EL","139912102","139912","EE - 08","E","139","08","LAMAR","","N","A","NA","NQ","","N"
"PRAIRILAND ISD","PRAIRILAND H S","139912001","139912","09 - 12","S","139","08","LAMAR","","N","R","NQ","NQ","","N"
"PREMONT ISD","PREMONT CENTRAL EL","125905101","125905","PK - 04","E","125","02","JIM WELLS","","N","L","NA","NE","","N"
"PREMONT ISD","PREMONT H S","125905001","125905","09 - 12","S","125","02","JIM WELLS","","N","A","NQ","NQ","","N"
"PREMONT ISD","PREMONT J H","125905041","125905","05 - 08","M","125","02","JIM WELLS","","N","A","NA","NQ","","N"
"PRESIDIO ISD","CANDELARIA EL","189902102","189902","PK - 08","E","189","18","PRESIDIO","","N","A","NA","NQ","","N"
"PRESIDIO ISD","FRANCO MIDDLE","189902041","189902","06 - 08","M","189","18","PRESIDIO","","N","A","NA","NQ","","N"
"PRESIDIO ISD","PRESIDIO EL","189902101","189902","PK - 05","E","189","18","PRESIDIO","","N","A","NA","NQ","","N"
"PRESIDIO ISD","PRESIDIO H S","189902001","189902","09 - 12","S","189","18","PRESIDIO","","N","A","NQ","NQ","","N"
"PRIDDY ISD","PRIDDY SCHOOL","167904001","167904","KG - 12","B","167","12","MILLS","","N","R","NQ","NQ","","N"
"PRINCETON ISD","CLARK MIDDLE","043911041","043911","05 - 08","M","043","10","COLLIN","","N","A","NA","NQ","","N"
"PRINCETON ISD","PRINCETON EL","043911101","043911","EE - 04","E","043","10","COLLIN","","N","R","NA","NQ","","N"
"PRINCETON ISD","PRINCETON H S","043911001","043911","09 - 12","S","043","10","COLLIN","","N","A","NQ","NQ","","N"
"PRINGLE-MORSE CONS ISD","PRINGLE-MORSE EL-J H","098903101","098903","PK - 08","E","098","16","HANSFORD","","N","E","NA","NQ","","N"
"PROGRESO ISD","MULTI ALTER","108910002","108910","09 - 10","S","108","01","HIDALGO","","N","1","PE","","","N"
"PROGRESO ISD","PROGRESO EL","108910101","108910","03 - 05","E","108","01","HIDALGO","","N","A","NA","NQ","","N"
"PROGRESO ISD","PROGRESO H S","108910001","108910","09 - 12","S","108","01","HIDALGO","","N","A","NQ","NQ","","N"
"PROGRESO ISD","PROGRESO PRI","108910102","108910","EE - 02","E","108","01","HIDALGO","108910101","N","A","NA","NQ","PROGRESO ELEM","N"
"PROGRESO ISD","THOMPSON MIDDLE","108910041","108910","06 - 08","M","108","01","HIDALGO","","N","A","NA","NQ","","N"
"PROSPER ISD","PROSPER EL","043912101","043912","PK - 05","E","043","10","COLLIN","","N","R","NA","R","","N"
"PROSPER ISD","PROSPER H S","043912001","043912","09 - 12","S","043","10","COLLIN","","N","R","NQ","NQ","","N"
"PROSPER ISD","PROSPER J H","043912041","043912","06 - 08","M","043","10","COLLIN","","N","R","NA","RM","","N"
"QUANAH ISD","QUANAH H S","099903001","099903","09 - 12","S","099","09","HARDEMAN","","N","R","NQ","R","","N"
"QUANAH ISD","REAGAN EL","099903102","099903","EE - 06","E","099","09","HARDEMAN","","N","A","NA","R","","N"
"QUANAH ISD","TRAVIS MIDDLE","099903041","099903","07 - 08","M","099","09","HARDEMAN","","N","E","NA","NQ","","N"
"QUEEN CITY ISD","J K HILEMAN EL","034907101","034907","EE - 04","E","034","08","CASS","","N","A","NA","NQ","","N"
"QUEEN CITY ISD","MORRIS UPCHURCH MIDDLE","034907041","034907","05 - 08","M","034","08","CASS","","N","A","NA","NQ","","N"
"QUEEN CITY ISD","QUEEN CITY H S","034907001","034907","09 - 12","S","034","08","CASS","","N","R","NQ","NQ","","N"
"QUINLAN ISD","A E BUTLER INT","116908101","116908","04 - 05","E","116","10","HUNT","","N","A","NA","NQ","","N"
"QUINLAN ISD","C B THOMPSON MIDDLE","116908041","116908","06 - 08","M","116","10","HUNT","","N","A","NA","NQ","","N"
"QUINLAN ISD","D C CANNON EL","116908102","116908","01 - 03","E","116","10","HUNT","","N","R","NA","NQ","A.E. BUTLER INT.","N"
"QUINLAN ISD","FORD H S","116908001","116908","09 - 12","S","116","10","HUNT","","N","A","NQ","NQ","","N"
"QUINLAN ISD","QUINLAN KIND","116908103","116908","EE - KG","E","116","10","HUNT","","N","N","NR","","","N"
"QUITMAN ISD","QUITMAN EL","250904101","250904","PK - 06","E","250","07","WOOD","","N","A","NA","NQ","","N"
"QUITMAN ISD","QUITMAN H S","250904001","250904","09 - 12","S","250","07","WOOD","","N","A","NQ","NQ","","N"
"QUITMAN ISD","QUITMAN J H","250904041","250904","07 - 08","M","250","07","WOOD","","N","A","NA","NQ","","N"
"QUITMAN ISD","SALESMANSHIP CLUB","250904102","250904","06 - 12","B","250","07","WOOD","","N","N","NR","","","N"
"QUITMAN ISD","WOOD CO ALTER","250904002","250904","07 - 12","S","250","07","WOOD","","N","1","PE","","","N"
"RAINS ISD","RAINS ALTER ED","190903002","190903","09 - 12","S","190","07","RAINS","","N","1","PE","","","N"
"RAINS ISD","RAINS EL","190903101","190903","PK - 05","E","190","07","RAINS","","N","R","NA","R","","N"
"RAINS ISD","RAINS H S","190903001","190903","09 - 12","S","190","07","RAINS","","N","R","NQ","NQ","","N"
"RAINS ISD","RAINS J H","190903041","190903","06 - 08","M","190","07","RAINS","","N","E","NA","M","","N"
"RAINS ISD","VAN ZANDT-RAINS CO-OP","190903199","190903","12 - 12","S","190","07","RAINS","","N","N","NR","","","N"
"RALLS ISD","ALTER SCH","054903002","054903","09 - 12","S","054","17","CROSBY","","N","1","PE","","","N"
"RALLS ISD","EAST PLAINS ED SSA","054903003","054903","EE - 11","B","054","17","CROSBY","","N","N","NR","","","N"
"RALLS ISD","RALLS EL","054903102","054903","PK - 05","E","054","17","CROSBY","","N","A","NA","NQ","","N"
"RALLS ISD","RALLS H S","054903001","054903","09 - 12","S","054","17","CROSBY","","N","E","NQ","NQ","","N"
"RALLS ISD","RALLS MIDDLE","054903041","054903","06 - 08","M","054","17","CROSBY","","N","A","NA","NQ","","N"
"RAMIREZ CSD","RAMIREZ EL","066005101","066005","PK - 04","E","066","02","DUVAL","","N","E","NA","NQ","","N"
"RANDOLPH FIELD ISD","RANDOLPH EL","015906101","015906","EE - 05","E","015","20","BEXAR","","N","R","NA","R","","N"
"RANDOLPH FIELD ISD","RANDOLPH H S","015906001","015906","09 - 12","S","015","20","BEXAR","","N","R","NQ","R","","N"
"RANDOLPH FIELD ISD","RANDOLPH MIDDLE","015906041","015906","06 - 08","M","015","20","BEXAR","","N","E","NA","NQ","","N"
"RANGER ISD","RANGER EL","067907101","067907","EE - 06","E","067","14","EASTLAND","","N","E","NA","NQ","","N"
"RANGER ISD","RANGER H S","067907001","067907","07 - 12","S","067","14","EASTLAND","","N","R","NQ","NQ","","N"
"RANKIN ISD","JAMES D GOSSETT EL","231902101","231902","PK - 06","E","231","18","UPTON","","N","A","NA","NQ","","N"
"RANKIN ISD","RANKIN H S","231902001","231902","07 - 12","S","231","18","UPTON","","N","E","NQ","NQ","","N"
"RAUL YZAGUIRRE SCHOOL FOR SUCCESS","SCHOOL FOR SUCCESS","101806041","101806","06 - 08","M","101","04","HARRIS","","N","A","NA","NQ","","Y"
"RAYMONDVILLE ISD","MYRA GREEN J H","245903041","245903","06 - 08","M","245","01","WILLACY","","N","A","NA","NQ","","N"
"RAYMONDVILLE ISD","PITTMAN PRI/INT","245903102","245903","EE - 05","E","245","01","WILLACY","","N","A","NA","NQ","","N"
"RAYMONDVILLE ISD","RAYMONDVILLE H S","245903001","245903","09 - 12","S","245","01","WILLACY","","N","A","NQ","NQ","","N"
"RAYMONDVILLE ISD","RAYMONDVILLE INSTRUCT CTR","245903002","245903","07 - 12","S","245","01","WILLACY","","N","1","PE","","","N"
"RAYMONDVILLE ISD","SMITH EL","245903105","245903","EE - 05","E","245","01","WILLACY","","N","A","NA","NQ","","N"
"REAGAN COUNTY ISD","REAGAN COUNTY EL","192901101","192901","EE - 08","E","192","18","REAGAN","","N","A","NA","NQ","","N"
"REAGAN COUNTY ISD","REAGAN COUNTY H S","192901001","192901","09 - 12","S","192","18","REAGAN","","N","R","NQ","NQ","","N"
"REAGAN COUNTY ISD","REAGAN COUNTY MIDDLE","192901041","192901","06 - 08","M","192","18","REAGAN","","N","R","NA","NQ","","N"
"RED LICK ISD","RED LICK EL","019911101","019911","EE - 05","E","019","08","BOWIE","","N","R","NA","NQ","","N"
"RED LICK ISD","RED LICK MIDDLE","019911041","019911","06 - 08","M","019","08","BOWIE","","N","E","NA","NQ","","N"
"RED OAK ISD","EASTRIDGE EL","070911103","070911","KG - 05","E","070","10","ELLIS","","N","R","NA","NQ","","N"
"RED OAK ISD","RED OAK EL","070911101","070911","EE - 05","E","070","10","ELLIS","","N","R","NA","NQ","","N"
"RED OAK ISD","RED OAK H S","070911001","070911","09 - 12","S","070","10","ELLIS","","N","R","NQ","R","","N"
"RED OAK ISD","RED OAK INT","070911104","070911","06 - 06","M","070","10","ELLIS","","N","E","NA","NQ","","N"
"RED OAK ISD","RED OAK J H","070911041","070911","07 - 08","M","070","10","ELLIS","","N","A","NA","NQ","","N"
"RED OAK ISD","SHIELDS EL","070911105","070911","KG - 05","E","070","10","ELLIS","","N","E","NA","NQ","","N"
"RED OAK ISD","WOODEN EL","070911102","070911","KG - 05","E","070","10","ELLIS","","N","R","NA","NQ","","N"
"REDWATER ISD","REDWATER EL","019906101","019906","EE - 04","E","019","08","BOWIE","","N","R","NA","NQ","","N"
"REDWATER ISD","REDWATER H S","019906001","019906","09 - 12","S","019","08","BOWIE","","N","E","NQ","NQ","","N"
"REDWATER ISD","REDWATER J H","019906041","019906","05 - 08","M","019","08","BOWIE","","N","R","NA","NQ","","N"
"REFUGIO ISD","REFUGIO H S","196903001","196903","09 - 12","S","196","03","REFUGIO","","N","R","NQ","R","","N"
"REFUGIO ISD","REFUGIO MIDDLE","196903041","196903","04 - 08","M","196","03","REFUGIO","","N","A","NA","NQ","","N"
"REFUGIO ISD","STRICKLIN PRI","196903103","196903","EE - 03","E","196","03","REFUGIO","","N","R","NA","NQ","REFUGIO MS.","N"
"RENAISSANCE CHARTER SCHOOL","RENAISSANCE CHARTER H S","057801001","057801","07 - 11","S","057","10","DALLAS","","N","A","NA","NQ","","Y"
"RICARDO ISD","RICARDO EL","137902101","137902","PK - 05","E","137","02","KLEBERG","","N","A","NA","NQ","","N"
"RICARDO ISD","RICARDO MIDDLE","137902041","137902","06 - 08","M","137","02","KLEBERG","","N","A","NA","NQ","","N"
"RICE CONS ISD","EAGLE LAKE MIDDLE","045903041","045903","04 - 08","M","045","03","COLORADO","","N","A","NA","NQ","","N"
"RICE CONS ISD","EAGLE LAKE PRI","045903101","045903","EE - 03","E","045","03","COLORADO","","N","A","NA","NQ","EAGLE LAKE MIDDLE","N"
"RICE CONS ISD","GARWOOD EL","045903103","045903","PK - 08","E","045","03","COLORADO","","N","R","NA","NQ","","N"
"RICE CONS ISD","RICE H S","045903001","045903","09 - 12","S","045","03","COLORADO","","N","A","NQ","NQ","","N"
"RICE CONS ISD","SHERIDAN EL","045903102","045903","KG - 08","E","045","03","COLORADO","","N","E","NA","NQ","","N"
"RICE ISD","RICE EL","175911101","175911","EE - 10","B","175","12","NAVARRO","","N","R","NA","NQ","","N"
"RICHARDS ISD","RICHARDS EL","093905101","093905","KG - 06","E","093","06","GRIMES","","N","R","NA","NQ","","N"
"RICHARDS ISD","RICHARDS H S","093905001","093905","07 - 12","S","093","06","GRIMES","","N","A","NQ","NQ","","N"
"RICHARDSON ISD","AIKIN EL","057916135","057916","EE - 06","E","057","10","DALLAS","","N","A","NA","R","","N"
"RICHARDSON ISD","ALTER LEARNING CTR","057916006","057916","02 - 12","B","057","10","DALLAS","","N","N","NR","","","N"
"RICHARDSON ISD","APOLLO J H","057916050","057916","07 - 09","M","057","10","DALLAS","","N","R","NA","NQ","","N"
"RICHARDSON ISD","ARAPAHO EL","057916101","057916","EE - 06","E","057","10","DALLAS","","N","E","NA","M","","N"
"RICHARDSON ISD","BERKNER H S","057916005","057916","09 - 12","S","057","10","DALLAS","","N","A","NQ","R","","N"
"RICHARDSON ISD","BIG SPRINGS EL","057916133","057916","KG - 06","E","057","10","DALLAS","","N","E","NA","NQ","","N"
"RICHARDSON ISD","BOWIE EL","057916122","057916","KG - 06","E","057","10","DALLAS","","N","E","NA","R","","N"
"RICHARDSON ISD","BRENTFIELD EL","057916128","057916","KG - 06","E","057","10","DALLAS","","N","E","NA","R","","N"
"RICHARDSON ISD","CANYON CREEK EL","057916102","057916","EE - 06","E","057","10","DALLAS","","N","E","NA","M","","N"
"RICHARDSON ISD","CLASSICAL MAGNET","057916141","057916","KG - 06","E","057","10","DALLAS","","N","A","NA","NQ","","N"
"RICHARDSON ISD","DARTMOUTH EL","057916127","057916","KG - 06","E","057","10","DALLAS","","N","E","NA","NQ","","N"
"RICHARDSON ISD","DOBIE PRI","057916119","057916","PK - 01","E","057","10","DALLAS","057916137","N","A","NA","NQ","RISD ACADEMY","N"
"RICHARDSON ISD","DOVER EL","057916103","057916","EE - 06","E","057","10","DALLAS","","N","R","NA","NQ","","N"
"RICHARDSON ISD","FOREST MEADOW J H","057916047","057916","07 - 09","M","057","10","DALLAS","","N","A","NA","NQ","","N"
"RICHARDSON ISD","FORESTRIDGE EL","057916120","057916","EE - 06","E","057","10","DALLAS","","N","R","NA","NQ","","N"
"RICHARDSON ISD","GREENWOOD HILLS EL","057916104","057916","EE - 06","E","057","10","DALLAS","","N","E","NA","R","","N"
"RICHARDSON ISD","HAMILTON PARK PACESETTER MAGNET","057916105","057916","PK - 06","E","057","10","DALLAS","","N","A","NA","NQ","","N"
"RICHARDSON ISD","JESS HARBEN EL","057916129","057916","KG - 06","E","057","10","DALLAS","","N","R","NA","M","","N"
"RICHARDSON ISD","LAKE HIGHLANDS EL","057916107","057916","PK - 06","E","057","10","DALLAS","","N","A","NA","NQ","","N"
