"CORPUS CHRISTI ISD","MENGER EL","178904","178904124","","N","A","NA","","N","EE - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","MILLER H S","178904","178904003","","N","A","NQ","","N","09 - 12","178","02","NUECES","Secondary"
"CORPUS CHRISTI ISD","MONTCLAIR EL","178904","178904125","","N","A","NA","","N","EE - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","MOODY H S","178904","178904004","","N","A","NQ","","N","09 - 12","178","02","NUECES","Secondary"
"CORPUS CHRISTI ISD","MOORE EL","178904","178904148","","N","A","NA","","N","EE - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","OAK PARK EL","178904","178904127","","N","A","NA","","N","PK - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","PRESCOTT EL","178904","178904129","","N","A","NA","","N","PK - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","RAY H S","178904","178904005","","N","A","NQ","","N","09 - 12","178","02","NUECES","Secondary"
"CORPUS CHRISTI ISD","SANDERS EL","178904","178904130","","N","A","NA","","N","EE - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","SCHANEN EL","178904","178904132","","N","R","NA","","N","PK - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","SHAW EL","178904","178904133","","N","R","NA","","N","EE - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","SLGC","178904","178904054","","N","1","PE","","N","03 - 12","178","02","NUECES","Both Elem/Sec"
"CORPUS CHRISTI ISD","SMITH EL","178904","178904134","","N","A","NA","","N","PK - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","SOUTH PARK MIDDLE","178904","178904052","","N","A","NA","","N","06 - 08","178","02","NUECES","Middle"
"CORPUS CHRISTI ISD","TEENAGE MOTHER","178904","178904007","","N","1","PE","","N","06 - 12","178","02","NUECES","Both Elem/Sec"
"CORPUS CHRISTI ISD","TRAVIS EL","178904","178904136","","N","A","NA","","N","EE - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","WILSON ROBERT T EL","178904","178904138","","N","R","NA","","N","PK - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","WINDSOR PARK G/T","178904","178904139","","N","E","NA","","N","01 - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","WOODLAWN EL","178904","178904140","","N","R","NA","","N","PK - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","WYNN SEALE MIDDLE","178904","178904053","","N","A","NA","","N","06 - 08","178","02","NUECES","Middle"
"CORPUS CHRISTI ISD","YEAGER EL","178904","178904141","","N","R","NA","","N","EE - 05","178","02","NUECES","Elementary"
"CORPUS CHRISTI ISD","ZAVALA EL","178904","178904142","","N","A","NA","","N","EE - 05","178","02","NUECES","Elementary"
"CORRIGAN-CAMDEN ISD","CORRIGAN-CAMDEN EL","187904","187904103","","N","A","NA","","N","03 - 06","187","06","POLK","Elementary"
"CORRIGAN-CAMDEN ISD","CORRIGAN-CAMDEN H S","187904","187904001","","N","E","NQ","","N","09 - 12","187","06","POLK","Secondary"
"CORRIGAN-CAMDEN ISD","CORRIGAN-CAMDEN J H","187904","187904041","","N","R","NA","","N","07 - 08","187","06","POLK","Middle"
"CORRIGAN-CAMDEN ISD","CORRIGAN-CAMDEN PRI","187904","187904104","187904103","N","A","NA","CORRIGAN-CAMDEN EL","N","EE - 02","187","06","POLK","Elementary"
"CORSICANA ISD","ALPHA LEARNING CTR","175903","175903002","","N","2","PE","","N","EE - 12","175","12","NAVARRO","Both Elem/Sec"
"CORSICANA ISD","BOWIE EL","175903","175903101","","N","A","NA","","N","KG - 04","175","12","NAVARRO","Elementary"
"CORSICANA ISD","CARROLL EL","175903","175903107","","N","A","NA","","N","EE - 04","175","12","NAVARRO","Elementary"
"CORSICANA ISD","COLLINS MIDDLE","175903","175903041","","N","A","NA","","N","07 - 08","175","12","NAVARRO","Middle"
"CORSICANA ISD","CORSICANA H S","175903","175903001","","N","A","NQ","","N","09 - 12","175","12","NAVARRO","Secondary"
"CORSICANA ISD","DRANE INT","175903","175903042","","N","A","NA","","N","05 - 06","175","12","NAVARRO","Middle"
"CORSICANA ISD","FANNIN EL","175903","175903103","","N","A","NA","","N","KG - 04","175","12","NAVARRO","Elementary"
"CORSICANA ISD","HOUSTON EL","175903","175903104","","N","A","NA","","N","EE - 04","175","12","NAVARRO","Elementary"
"CORSICANA ISD","LEE EL","175903","175903106","","N","A","NA","","N","KG - 04","175","12","NAVARRO","Elementary"
"CORSICANA ISD","SP ED CTR","175903","175903110","","N","N","NR","","N","EE - EE","175","12","NAVARRO","Elementary"
"CORSICANA ISD","TRAVIS EL","175903","175903108","","N","A","NA","","N","KG - 04","175","12","NAVARRO","Elementary"
"COTTON CENTER ISD","COTTON CENTER SCHOOL","095902","095902001","","N","R","NQ","","N","PK - 12","095","17","HALE","Both Elem/Sec"
"COTULLA ISD","BURKS EL","142901","142901102","","N","A","NA","","N","02 - 05","142","20","LA SALLE","Elementary"
"COTULLA ISD","COTULLA H S","142901","142901001","","N","A","NQ","","N","09 - 12","142","20","LA SALLE","Secondary"
"COTULLA ISD","ENCINAL EL","142901","142901104","","N","A","NA","","N","PK - 04","142","20","LA SALLE","Elementary"
"COTULLA ISD","FRANK NEWMAN MIDDLE","142901","142901041","","N","A","NA","","N","06 - 08","142","20","LA SALLE","Middle"
"COTULLA ISD","JUVENILE JUSTICE CTR","142901","142901003","","N","","","","N","07 - 12","142","20","LA SALLE","Secondary"
"COTULLA ISD","RAMIREZ EL","142901","142901101","142901102","N","A","NA","BURKS EL","N","EE - 01","142","20","LA SALLE","Elementary"
"COUPLAND ISD","COUPLAND EL","246914","246914101","","N","R","NA","","N","KG - 08","246","13","WILLIAMSON","Elementary"
"COVINGTON ISD","COVINGTON SCHOOL","109903","109903001","","N","A","NQ","","N","EE - 12","109","12","HILL","Both Elem/Sec"
"CRANDALL ISD","CRANDALL ALTER CTR","129901","129901002","","N","N","NR","","N","06 - 11","129","10","KAUFMAN","Both Elem/Sec"
"CRANDALL ISD","CRANDALL EL","129901","129901101","","N","E","NA","","N","EE - 04","129","10","KAUFMAN","Elementary"
"CRANDALL ISD","CRANDALL H S","129901","129901001","","N","R","NQ","","N","09 - 12","129","10","KAUFMAN","Secondary"
"CRANDALL ISD","CRANDALL INT","129901","129901102","","N","R","NA","","N","05 - 06","129","10","KAUFMAN","Middle"
"CRANDALL ISD","L F RAYNES MIDDLE","129901","129901041","","N","R","NA","","N","07 - 08","129","10","KAUFMAN","Middle"
"CRANE ISD","CRANE EL","052901","052901101","","N","A","NA","","N","PK - 05","052","18","CRANE","Elementary"
"CRANE ISD","CRANE H S","052901","052901001","","N","A","NQ","","N","09 - 12","052","18","CRANE","Secondary"
"CRANE ISD","CRANE J H","052901","052901041","","N","A","NA","","N","06 - 08","052","18","CRANE","Middle"
"CRANFILLS GAP ISD","CRANFILLS GAP SCHOOL","018908","018908001","","N","R","NQ","","N","EE - 12","018","12","BOSQUE","Both Elem/Sec"
"CRAWFORD ISD","CRAWFORD EL","161901","161901101","","N","E","NA","","N","KG - 06","161","12","MCLENNAN","Elementary"
"CRAWFORD ISD","CRAWFORD H S","161901","161901001","","N","E","NQ","","N","07 - 12","161","12","MCLENNAN","Secondary"
"CROCKETT CO CONS CSD","OZONA H S","053001","053001001","","N","A","NQ","","N","09 - 12","053","15","CROCKETT","Secondary"
"CROCKETT CO CONS CSD","OZONA INT","053001","053001101","","N","R","NA","","N","03 - 05","053","15","CROCKETT","Elementary"
"CROCKETT CO CONS CSD","OZONA MIDDLE","053001","053001041","","N","R","NA","","N","06 - 08","053","15","CROCKETT","Middle"
"CROCKETT CO CONS CSD","OZONA PRI","053001","053001102","053001101","N","R","NA","OZONA INT","N","PK - 02","053","15","CROCKETT","Elementary"
"CROCKETT ISD","CROCKETT ALTER ED CTR","113901","113901003","","N","2","PE","","N","KG - 12","113","06","HOUSTON","Both Elem/Sec"
"CROCKETT ISD","CROCKETT EL","113901","113901102","","N","A","NA","","N","01 - 04","113","06","HOUSTON","Elementary"
"CROCKETT ISD","CROCKETT H S","113901","113901002","","N","A","NQ","","N","09 - 12","113","06","HOUSTON","Secondary"
"CROCKETT ISD","CROCKETT INT","113901","113901104","","N","A","NA","","N","05 - 06","113","06","HOUSTON","Middle"
"CROCKETT ISD","CROCKETT J H","113901","113901041","","N","A","NA","","N","07 - 08","113","06","HOUSTON","Middle"
"CROCKETT ISD","EARLY CHILDHOOD CTR","113901","113901105","","N","N","NR","","N","EE - KG","113","06","HOUSTON","Elementary"
"CROSBY ISD","BARRETT PRI","101906","101906103","101906101","N","A","NA","NEWPORT EL","N","01 - 02","101","04","HARRIS","Elementary"
"CROSBY ISD","CROSBY H S","101906","101906001","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"CROSBY ISD","CROSBY KIND","101906","101906102","","N","N","NR","","N","EE - KG","101","04","HARRIS","Elementary"
"CROSBY ISD","CROSBY MIDDLE","101906","101906042","","N","A","NA","","N","07 - 08","101","04","HARRIS","Middle"
"CROSBY ISD","DREW INT","101906","101906104","","N","A","NA","","N","05 - 06","101","04","HARRIS","Middle"
"CROSBY ISD","NEWPORT EL","101906","101906101","","N","A","NA","","N","03 - 04","101","04","HARRIS","Elementary"
"CROSBYTON ISD","CAP ROCK CO LRN CO-OP","054901","054901300","","N","1","PE","","N","10 - 12","054","17","CROSBY","Secondary"
"CROSBYTON ISD","CROSBYTON EL","054901","054901101","","N","A","NA","","N","PK - 05","054","17","CROSBY","Elementary"
"CROSBYTON ISD","CROSBYTON H S","054901","054901001","","N","A","NQ","","N","09 - 12","054","17","CROSBY","Secondary"
"CROSBYTON ISD","CROSBYTON MIDDLE","054901","054901041","","N","A","NA","","N","06 - 08","054","17","CROSBY","Middle"
"CROSBYTON ISD","SP ED CO-OP","054901","054901200","","N","N","NR","","N","EE - 11","054","17","CROSBY","Both Elem/Sec"
"CROSS PLAINS ISD","CROSS PLAINS EL","030901","030901101","","N","A","NA","","N","EE - 06","030","14","CALLAHAN","Elementary"
"CROSS PLAINS ISD","CROSS PLAINS H S","030901","030901001","","N","R","NQ","","N","07 - 12","030","14","CALLAHAN","Secondary"
"CROSS ROADS ISD","A L P H A CAMPUS","107904","107904002","","N","1","PE","","N","11 - 11","107","07","HENDERSON","Secondary"
"CROSS ROADS ISD","CROSS ROADS EL","107904","107904101","","N","R","NA","","N","KG - 05","107","07","HENDERSON","Elementary"
"CROSS ROADS ISD","CROSS ROADS H S","107904","107904001","","N","R","NQ","","N","09 - 12","107","07","HENDERSON","Secondary"
"CROSS ROADS ISD","CROSS ROADS J H","107904","107904041","","N","A","NA","","N","06 - 08","107","07","HENDERSON","Middle"
"CROWELL ISD","CROWELL EL","078901","078901101","","N","A","NA","","N","EE - 06","078","09","FOARD","Elementary"
"CROWELL ISD","CROWELL H S","078901","078901001","","N","E","NQ","","N","07 - 12","078","09","FOARD","Secondary"
"CROWLEY ISD","BESS RACE EL","220912","220912101","","N","E","NA","","N","KG - 06","220","11","TARRANT","Elementary"
"CROWLEY ISD","CROWLEY H S","220912","220912001","","N","A","NQ","","N","09 - 12","220","11","TARRANT","Secondary"
"CROWLEY ISD","CROWLEY MIDDLE","220912","220912042","","N","A","NA","","N","07 - 08","220","11","TARRANT","Middle"
"CROWLEY ISD","DEER CREEK EL","220912","220912103","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"CROWLEY ISD","H F STEVENS MIDDLE","220912","220912041","","N","R","NA","","N","07 - 08","220","11","TARRANT","Middle"
"CROWLEY ISD","JACKIE CARDEN EL","220912","220912105","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"CROWLEY ISD","MEADOW CREEK EL","220912","220912104","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"CROWLEY ISD","OAKMONT EL","220912","220912107","","N","E","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"CROWLEY ISD","PARKWAY EL","220912","220912106","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"CROWLEY ISD","SYCAMORE EL","220912","220912102","","N","R","NA","","N","KG - 06","220","11","TARRANT","Elementary"
"CRYSTAL CITY ISD","ALTER SCH","254901","254901002","","N","1","PE","","N","09 - 12","254","20","ZAVALA","Secondary"
"CRYSTAL CITY ISD","BENITO JUAREZ EL","254901","254901104","","N","A","NA","","N","04 - 05","254","20","ZAVALA","Elementary"
"CRYSTAL CITY ISD","CRYSTAL CITY H S","254901","254901001","","N","A","NQ","","N","09 - 12","254","20","ZAVALA","Secondary"
"CRYSTAL CITY ISD","FLY J H","254901","254901042","","N","A","NA","","N","06 - 08","254","20","ZAVALA","Middle"
"CRYSTAL CITY ISD","TOMAS RIVERA/ZAVALA EL","254901","254901101","254901104","N","R","NA","BENITO JUAREZ EL","N","EE - 03","254","20","ZAVALA","Elementary"
"CUERO ISD","CUERO H S","062901","062901001","","N","R","NQ","","N","09 - 12","062","03","DEWITT","Secondary"
"CUERO ISD","CUERO J H","062901","062901041","","N","A","NA","","N","06 - 11","062","03","DEWITT","Both Elem/Sec"
"CUERO ISD","DAULE # 2","062901","062901199","","N","N","NR","","N","EE - 10","062","03","DEWITT","Both Elem/Sec"
"CUERO ISD","FRENCH EL","062901","062901104","062901101","N","A","NA","HUNT EL","N","KG - 01","062","03","DEWITT","Elementary"
"CUERO ISD","HUNT EL","062901","062901101","","N","A","NA","","N","02 - 05","062","03","DEWITT","Elementary"
"CULBERSON COUNTY-ALLAMOORE ISD","EAGLE EL","055901","055901102","","N","A","NA","","N","PK - 05","055","18","CULBERSON","Elementary"
"CULBERSON COUNTY-ALLAMOORE ISD","EAGLE MT ACAD","055901","055901002","","N","1","PE","","N","07 - 12","055","18","CULBERSON","Secondary"
"CULBERSON COUNTY-ALLAMOORE ISD","VAN HORN H S","055901","055901001","","N","A","NQ","","N","09 - 12","055","18","CULBERSON","Secondary"
"CULBERSON COUNTY-ALLAMOORE ISD","VAN HORN J H","055901","055901041","","N","A","NA","","N","06 - 08","055","18","CULBERSON","Middle"
"CUMBY ISD","CUMBY EL","112905","112905101","","N","R","NA","","N","KG - 06","112","08","HOPKINS","Elementary"
"CUMBY ISD","CUMBY H S","112905","112905001","","N","A","NQ","","N","07 - 12","112","08","HOPKINS","Secondary"
"CUSHING ISD","CUSHING SCHOOL","174902","174902001","","N","R","NQ","","N","EE - 12","174","07","NACOGDOCHES","Both Elem/Sec"
"CYPRESS-FAIRBANKS ISD","ADAPTIVE BEHAVIOR CTR","101907","101907060","","N","N","NR","","N","07 - 12","101","04","HARRIS","Secondary"
"CYPRESS-FAIRBANKS ISD","ALTER LRN CTR","101907","101907006","","P","1","PE","","N","06 - 12","101","04","HARRIS","Both Elem/Sec"
"CYPRESS-FAIRBANKS ISD","ARNOLD J H","101907","101907041","","N","E","NA","","N","06 - 08","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","AULT EL","101907","101907133","","P","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","B F ADAM EL","101907","101907107","","P","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","BANE EL","101907","101907101","","P","A","NA","","N","EE - 04","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","BANG EL","101907","101907125","","P","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","BLEYL J H","101907","101907043","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","CAMPBELL J H","101907","101907044","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","CARLTON PRE-VOC CTR","101907","101907040","","N","N","NR","","N","07 - 12","101","04","HARRIS","Secondary"
"CYPRESS-FAIRBANKS ISD","COOK J H","101907","101907047","","P","A","NA","","N","07 - 08","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","COPELAND EL","101907","101907130","","P","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","CY-FAIR H S","101907","101907002","","N","R","NQ","","N","EE - 12","101","04","HARRIS","Both Elem/Sec"
"CYPRESS-FAIRBANKS ISD","CYPRESS CREEK H S","101907","101907004","","N","A","NQ","","N","EE - 12","101","04","HARRIS","Both Elem/Sec"
"CYPRESS-FAIRBANKS ISD","CYPRESS FALLS H S","101907","101907007","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"CYPRESS-FAIRBANKS ISD","DEAN INT","101907","101907042","","P","A","NA","","N","05 - 06","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","EMMOTT EL","101907","101907120","","P","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","FIEST EL","101907","101907124","","P","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","FRANCONE EL","101907","101907112","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","FRAZIER EL","101907","101907117","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","HAIRGROVE EL","101907","101907128","","P","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","HAMILTON EL","101907","101907126","","P","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","HAMILTON INT","101907","101907049","","N","E","NA","","N","06 - 08","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","HOLBROOK EL","101907","101907106","","P","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","HOLMSLEY EL","101907","101907121","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","HORNE EL","101907","101907113","","P","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","JERSEY VILLAGE H S","101907","101907003","","N","A","NQ","","N","EE - 12","101","04","HARRIS","Both Elem/Sec"
"CYPRESS-FAIRBANKS ISD","JOWELL EL","101907","101907122","","P","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","LABAY J H","101907","101907046","","N","E","NA","","N","06 - 08","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","LAMKIN EL","101907","101907103","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","LANGHAM CREEK H S","101907","101907005","","N","A","NQ","","N","EE - 12","101","04","HARRIS","Both Elem/Sec"
"CYPRESS-FAIRBANKS ISD","LIEDER EL","101907","101907111","","P","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","LOWERY EL","101907","101907116","","P","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","MATZKE EL","101907","101907105","","P","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","METCALF EL","101907","101907127","","P","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","MILLSAP EL","101907","101907110","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","MOORE EL","101907","101907115","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","OWENS EL","101907","101907119","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","POST EL","101907","101907104","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","REED EL","101907","101907129","","P","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","SHERIDAN EL","101907","101907132","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","T S HANCOCK EL","101907","101907108","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","THORNTON J H","101907","101907050","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","TRUITT J H","101907","101907048","","P","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","WATKINS J H","101907","101907045","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"CYPRESS-FAIRBANKS ISD","WILLBERN EL","101907","101907131","","P","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","WILSON EL","101907","101907118","","P","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"CYPRESS-FAIRBANKS ISD","WINDFERN H S","101907","101907008","","N","1","PE","","N","EE - 12","101","04","HARRIS","Both Elem/Sec"
"CYPRESS-FAIRBANKS ISD","YEAGER EL","101907","101907109","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"D'HANIS ISD","D'HANIS SCHOOL","163902","163902001","","N","A","NQ","","N","KG - 12","163","20","MEDINA","Both Elem/Sec"
"DAINGERFIELD-LONE STAR ISD","DAINGERFIELD H S","172902","172902001","","N","A","NQ","","N","09 - 12","172","08","MORRIS","Secondary"
"DAINGERFIELD-LONE STAR ISD","DAINGERFIELD J H","172902","172902041","","N","A","NA","","N","06 - 08","172","08","MORRIS","Middle"
"DAINGERFIELD-LONE STAR ISD","LONE STAR EL","172902","172902103","","N","A","NA","","N","KG - 05","172","08","MORRIS","Elementary"
"DAINGERFIELD-LONE STAR ISD","SOUTH EL","172902","172902101","","N","A","NA","","N","03 - 05","172","08","MORRIS","Elementary"
"DAINGERFIELD-LONE STAR ISD","WEST EL","172902","172902102","172902101","N","A","NA","SOUTH EL","N","EE - 02","172","08","MORRIS","Elementary"
"DALHART ISD","ALLYN FINCH INT","056901","056901105","","N","R","NA","","N","04 - 05","056","16","DALLAM","Elementary"
"DALHART ISD","DALHART EL","056901","056901104","056901105","N","A","NA","ALLYN FINCH INT.","N","EE - 03","056","16","DALLAM","Elementary"
"DALHART ISD","DALHART H S","056901","056901001","","N","R","NQ","","N","09 - 12","056","16","DALLAM","Secondary"
"DALHART ISD","DALHART J H","056901","056901042","","N","R","NA","","N","06 - 08","056","16","DALLAM","Middle"
"DALHART ISD","X I T SECONDARY SCHOOL","056901","056901002","","N","1","PE","","N","09 - 12","056","16","DALLAM","Secondary"
"DALLAS CAN! ACADEMY CHARTER","DALLAS CAN! ACADEMY","057804","057804001","","N","","","","Y","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","A MACEO SMITH H S","057905","057905003","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","ADELLE TURNER EL","057905","057905219","","N","A","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ADULT BASIC ED-FED","057905","057905095","","N","N","NR","","N","04 - 11","057","10","DALLAS","Both Elem/Sec"
"DALLAS ISD","ALBERT S JOHNSTON EL","057905","057905163","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ALEX SANGER EL","057905","057905206","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ALEX W SPENCE MIDDLE","057905","057905058","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","AMELIA EARHART EL","057905","057905140","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ANNIE WEBB BLANTON EL","057905","057905110","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ANSON JONES EL","057905","057905164","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ARCADIA PARK EL","057905","057905105","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ARLINGTON PARK EL","057905","057905106","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ARTHUR KRAMER EL","057905","057905169","","N","R","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ASCHER SILBERSTEIN EL","057905","057905209","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","B F DARRELL EL","057905","057905132","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","B H MACON EL","057905","057905180","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","BAYLES EL","057905","057905108","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","BEN MILAM EL","057905","057905184","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","BENJAMIN FRANKLIN MIDDLE","057905","057905047","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","BIRDIE ALEXANDER EL","057905","057905235","","N","A","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","BOOKER T WASHINGTON H S","057905","057905034","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","BOUDE STOREY MIDDLE","057905","057905060","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","BRYAN ADAMS H S","057905","057905001","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","BUSINESS & MGMT CTR","057905","057905033","","N","R","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","C F CARR EL","057905","057905122","057905262","N","A","NA","SEQUOYAH ELEM","N","PK - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","CASA VIEW EL","057905","057905125","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","CENTRAL EL","057905","057905126","","N","R","NA","","N","04 - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","CHARLES A GILL EL","057905","057905147","","C","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","CHARLES RICE EL","057905","057905201","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","CITY PARK EL","057905","057905127","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","CLARA OLIVER EL","057905","057905189","","N","A","NA","","N","04 - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","CLINTON P RUSSELL EL","057905","057905205","","N","A","NA","","N","01 - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","COLONIAL EL","057905","057905128","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","COMPREHENSIVE EVENING SCHOOL","057905","057905020","","N","1","PE","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","CONTINUING ED","057905","057905091","","N","","","","N","10 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","D A HULCY MIDDLE","057905","057905063","","N","A","NA","","N","06 - 10","057","10","DALLAS","Both Elem/Sec"
"DALLAS ISD","DAN D ROGERS EL","057905","057905203","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","DANIEL JAMES LEARN CTR","057905","057905267","","N","A","NA","","N","04 - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","DANIEL WEBSTER EL","057905","057905225","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
