"SOUTHWEST ISD","SUN VALLEY EL","015912","015912102","","N","A","NA","","N","KG - 05","015","20","BEXAR","Elementary"
"SPADE ISD","SPADE SCHOOL","140906","140906001","","N","A","NQ","","N","KG - 12","140","17","LAMB","Both Elem/Sec"
"SPEARMAN ISD","GUS BIRDWELL EL","098904","098904101","","N","R","NA","","N","EE - 05","098","16","HANSFORD","Elementary"
"SPEARMAN ISD","SPEARMAN H S","098904","098904001","","N","R","NQ","","N","09 - 12","098","16","HANSFORD","Secondary"
"SPEARMAN ISD","SPEARMAN J H","098904","098904041","","N","E","NA","","N","06 - 08","098","16","HANSFORD","Middle"
"SPLENDORA ISD","SPLENDORA EL","170907","170907101","170907102","N","R","NA","SPLENDORA INT.","N","EE - 02","170","06","MONTGOMERY","Elementary"
"SPLENDORA ISD","SPLENDORA H S","170907","170907001","","N","A","NQ","","N","09 - 12","170","06","MONTGOMERY","Secondary"
"SPLENDORA ISD","SPLENDORA INT","170907","170907102","","N","R","NA","","N","03 - 05","170","06","MONTGOMERY","Elementary"
"SPLENDORA ISD","SPLENDORA MIDDLE","170907","170907041","","N","A","NA","","N","06 - 08","170","06","MONTGOMERY","Middle"
"SPRING BRANCH ISD","BENDWOOD SCHOOL","101920","101920101","","N","N","NR","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","BUNKER HILL EL","101920","101920102","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","CEDAR BROOK EL","101920","101920124","","N","A","NA","","N","PK - 06","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","EDGEWOOD EL","101920","101920103","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","FROSTWOOD EL","101920","101920104","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","HOLLIBROOK EL","101920","101920105","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","HOUSMAN EL","101920","101920106","","N","A","NA","","N","PK - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","HUNTERS CREEK EL","101920","101920107","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","LANDRUM MIDDLE","101920","101920041","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING BRANCH ISD","MEADOW WOOD EL","101920","101920108","","N","E","NA","","N","PK - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","MEMORIAL DRIVE EL","101920","101920109","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","MEMORIAL H S","101920","101920001","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"SPRING BRANCH ISD","MEMORIAL MIDDLE","101920","101920042","","N","E","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING BRANCH ISD","NEW EL # 2","101920","101920125","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","NORTHBROOK H S","101920","101920005","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"SPRING BRANCH ISD","NORTHBROOK MIDDLE","101920","101920047","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING BRANCH ISD","NOTTINGHAM EL","101920","101920121","","N","E","NA","","N","PK - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","PINE SHADOWS EL","101920","101920110","","N","R","NA","","N","PK - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","RIDGECREST EL","101920","101920111","","N","A","NA","","N","PK - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","RUMMEL CREEK EL","101920","101920112","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","SHADOW OAKS EL","101920","101920113","","N","A","NA","","N","PK - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","SHERWOOD EL","101920","101920119","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","SPRING BRANCH ED CTR","101920","101920038","","N","2","NE","","N","06 - 12","101","04","HARRIS","Both Elem/Sec"
"SPRING BRANCH ISD","SPRING BRANCH EL","101920","101920114","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","SPRING BRANCH MIDDLE","101920","101920043","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING BRANCH ISD","SPRING FOREST MIDDLE","101920","101920045","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING BRANCH ISD","SPRING OAKS MIDDLE","101920","101920046","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING BRANCH ISD","SPRING SHADOW EL","101920","101920120","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","SPRING WOODS H S","101920","101920003","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"SPRING BRANCH ISD","SPRING WOODS MIDDLE","101920","101920044","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING BRANCH ISD","STRATFORD H S","101920","101920006","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"SPRING BRANCH ISD","TERRACE EL","101920","101920122","","N","A","NA","","N","PK - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","THORNWOOD EL","101920","101920123","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","VALLEY OAKS EL","101920","101920115","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","WESTWOOD EL","101920","101920116","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","WILCHESTER EL","101920","101920118","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING BRANCH ISD","WOODVIEW EL","101920","101920117","","N","R","NA","","N","PK - 05","101","04","HARRIS","Elementary"
"SPRING CREEK ISD","SPRING CREEK EL","117907","117907101","","N","E","NA","","N","PK - 06","117","16","HUTCHINSON","Elementary"
"SPRING HILL ISD","SPRING HILL EL","092907","092907101","092907102","N","A","NA","SPRING HILL MIDDLE","N","EE - 02","092","07","GREGG","Elementary"
"SPRING HILL ISD","SPRING HILL H S","092907","092907001","","N","R","NQ","","N","09 - 12","092","07","GREGG","Secondary"
"SPRING HILL ISD","SPRING HILL J H","092907","092907042","","N","R","NA","","N","06 - 08","092","07","GREGG","Middle"
"SPRING HILL ISD","SPRING HILL MIDDLE","092907","092907102","","N","A","NA","","N","03 - 05","092","07","GREGG","Elementary"
"SPRING ISD","ANDERSON EL","101919","101919109","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","BAMMEL EL","101919","101919102","","N","A","NA","","N","PK - 05","101","04","HARRIS","Elementary"
"SPRING ISD","BAMMEL MIDDLE","101919","101919042","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING ISD","BENEKE EL","101919","101919112","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","BENJAMIN F CLARK EL","101919","101919113","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","DELORAS E THOMPSON EL","101919","101919114","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","DUEITT MIDDLE","101919","101919044","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING ISD","EDWIN M WELLS MIDDLE","101919","101919043","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING ISD","JOAN LINK EL","101919","101919110","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","JOHN WINSHIP EL","101919","101919104","","N","E","NA","","N","KG - 05","101","04","HARRIS","Elementary"
"SPRING ISD","L'AMOR VILLAGE","101919","101919011","","N","N","NR","","N","KG - 10","101","04","HARRIS","Both Elem/Sec"
"SPRING ISD","MEYER EL","101919","101919106","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","MILDRED JENKINS EL","101919","101919107","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","OAK CREEK EL","101919","101919105","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","PEARL M HIRSCH EL","101919","101919108","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","PONDEROSA EL","101919","101919103","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","SALYERS EL","101919","101919101","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","SMITH EL","101919","101919111","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"SPRING ISD","SP ED CONTRACT","101919","101919010","","N","N","NR","","N","EE - 12","101","04","HARRIS","Both Elem/Sec"
"SPRING ISD","SPRING H S","101919","101919001","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"SPRING ISD","TWIN CREEKS MIDDLE","101919","101919045","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"SPRING ISD","WESTFIELD H S","101919","101919002","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"SPRING ISD","WUNSCHE SCH","101919","101919041","","N","N","NR","","N","EE - 12","101","04","HARRIS","Both Elem/Sec"
"SPRINGLAKE-EARTH ISD","SPRINGLAKE EL","140907","140907101","","N","E","NA","","N","EE - 05","140","17","LAMB","Elementary"
"SPRINGLAKE-EARTH ISD","SPRINGLAKE H S","140907","140907001","","N","R","NQ","","N","09 - 12","140","17","LAMB","Secondary"
"SPRINGLAKE-EARTH ISD","SPRINGLAKE J H","140907","140907041","","N","E","NA","","N","06 - 08","140","17","LAMB","Middle"
"SPRINGTOWN ISD","SPRINGTOWN H S","184902","184902001","","N","A","NQ","","N","09 - 12","184","11","PARKER","Secondary"
"SPRINGTOWN ISD","SPRINGTOWN HINKLE EL","184902","184902106","","N","R","NA","","N","04 - 05","184","11","PARKER","Elementary"
"SPRINGTOWN ISD","SPRINGTOWN LIPSTREU EL","184902","184902105","184902106","N","R","NA","HINKLE ELEM.","N","01 - 07","184","11","PARKER","Elementary"
"SPRINGTOWN ISD","SPRINGTOWN MIDDLE","184902","184902041","","N","A","NA","","N","06 - 08","184","11","PARKER","Middle"
"SPRINGTOWN ISD","SPRINGTOWN WATSON EL","184902","184902104","184902105","N","R","NA","SPRINGTOWN LIPSTREU EL","N","EE - 01","184","11","PARKER","Elementary"
"SPRINGTOWN ISD","YALE","184902","184902002","","N","1","PE","","N","09 - 12","184","11","PARKER","Secondary"
"SPUR ISD","SPUR EL","063903","063903103","","N","A","NA","","N","PK - 06","063","17","DICKENS","Elementary"
"SPUR ISD","SPUR JH-HS","063903","063903001","","N","R","NQ","","N","07 - 12","063","17","DICKENS","Secondary"
"SPURGER ISD","SPURGER EL","229905","229905101","","N","A","NA","","N","EE - 06","229","05","TYLER","Elementary"
"SPURGER ISD","SPURGER H S","229905","229905001","","N","R","NQ","","N","07 - 12","229","05","TYLER","Secondary"
"STAFFORD MSD","STAFFORD H S","079910","079910001","","N","R","NQ","","N","09 - 12","079","04","FORT BEND","Secondary"
"STAFFORD MSD","STAFFORD INT","079910","079910102","","N","R","NA","","N","03 - 05","079","04","FORT BEND","Elementary"
"STAFFORD MSD","STAFFORD MIDDLE","079910","079910041","","N","A","NA","","N","06 - 08","079","04","FORT BEND","Middle"
"STAFFORD MSD","STAFFORD PRI","079910","079910101","079910102","N","R","NA","STAFFORD INT.","N","EE - 02","079","04","FORT BEND","Elementary"
"STAMFORD ISD","HOBBS ALTER ED CO-OP","127906","127906002","","N","1","PE","","N","09 - 12","127","14","JONES","Secondary"
"STAMFORD ISD","OLIVER EL","127906","127906101","127906102","N","E","NA","REYNOLDS EL.","N","EE - 03","127","14","JONES","Elementary"
"STAMFORD ISD","REYNOLDS EL","127906","127906102","","N","A","NA","","N","04 - 06","127","14","JONES","Elementary"
"STAMFORD ISD","STAMFORD JR-SR H S","127906","127906001","","N","R","NQ","","N","07 - 12","127","14","JONES","Secondary"
"STANTON ISD","STANTON EL","156902","156902101","","N","A","NA","","N","EE - 05","156","18","MARTIN","Elementary"
"STANTON ISD","STANTON H S","156902","156902001","","N","A","NQ","","N","09 - 12","156","18","MARTIN","Secondary"
"STANTON ISD","STANTON MIDDLE","156902","156902041","","N","A","NA","","N","06 - 08","156","18","MARTIN","Middle"
"STAR ISD","STAR SCHOOL","167903","167903001","","N","R","NQ","","N","KG - 12","167","12","MILLS","Both Elem/Sec"
"STEPHENVILLE ISD","CENTRAL EL","072903","072903101","072903103","N","R","NA","STEPHENVILLE INT.","N","EE - 03","072","11","ERATH","Elementary"
"STEPHENVILLE ISD","CHAMBERLIN EL","072903","072903102","072903103","N","R","NA","STEPHENVILLE INT.","N","EE - 03","072","11","ERATH","Elementary"
"STEPHENVILLE ISD","STEPHENVILLE H S","072903","072903001","","N","R","NQ","","N","09 - 12","072","11","ERATH","Secondary"
"STEPHENVILLE ISD","STEPHENVILLE INT","072903","072903103","","N","R","NA","","N","04 - 06","072","11","ERATH","Elementary"
"STEPHENVILLE ISD","STEPHENVILLE J H","072903","072903041","","N","A","NA","","N","07 - 08","072","11","ERATH","Middle"
"STEPHENVILLE ISD","SUMMER SKY ALTER","072903","072903002","","N","N","NR","","N","08 - 12","072","11","ERATH","Secondary"
"STERLING CITY ISD","C B P","216901","216901195","","N","N","NR","","N","10 - 12","216","15","STERLING","Secondary"
"STERLING CITY ISD","FAIRVIEW ACCELERATED","216901","216901002","","N","1","PE","","N","10 - 12","216","15","STERLING","Secondary"
"STERLING CITY ISD","GRAPE CREEK SPECIAL PROGS","216901","216901181","","N","N","NR","","N","07 - 07","216","15","STERLING","Middle"
"STERLING CITY ISD","STERLING CITY EL","216901","216901101","","N","E","NA","","N","EE - 06","216","15","STERLING","Elementary"
"STERLING CITY ISD","STERLING CITY H S","216901","216901001","","N","R","NQ","","N","09 - 12","216","15","STERLING","Secondary"
"STERLING CITY ISD","STERLING CITY J H","216901","216901041","","N","A","NA","","N","07 - 08","216","15","STERLING","Middle"
"STOCKDALE ISD","STOCKDALE EL","247906","247906101","","N","A","NA","","N","EE - 05","247","20","WILSON","Elementary"
"STOCKDALE ISD","STOCKDALE H S","247906","247906001","","N","R","NQ","","N","09 - 12","247","20","WILSON","Secondary"
"STOCKDALE ISD","STOCKDALE J H","247906","247906041","","N","A","NA","","N","06 - 08","247","20","WILSON","Middle"
"STRATFORD ISD","MARY ALLEN EL","211902","211902102","211902041","N","R","NA","STRATFORD MS","N","EE - 03","211","16","SHERMAN","Elementary"
"STRATFORD ISD","STRATFORD H S","211902","211902001","","N","E","NQ","","N","09 - 12","211","16","SHERMAN","Secondary"
"STRATFORD ISD","STRATFORD J H","211902","211902041","","N","R","NA","","N","04 - 08","211","16","SHERMAN","Middle"
"STRAWN ISD","STRAWN SCHOOL","182905","182905001","","N","E","NQ","","N","KG - 12","182","11","PALO PINTO","Both Elem/Sec"
"SUDAN ISD","SUDAN EL","140908","140908101","","N","A","NA","","N","EE - 07","140","17","LAMB","Elementary"
"SUDAN ISD","SUDAN H S","140908","140908001","","N","R","AT","","N","08 - 12","140","17","LAMB","Secondary"
"SULPHUR BLUFF ISD","SULPHUR BLUFF SCHOOL","112910","112910001","","N","R","NQ","","N","PK - 12","112","08","HOPKINS","Both Elem/Sec"
"SULPHUR SPRINGS ISD","AUSTIN EL","112901","112901101","","N","E","NA","","N","PK - 04","112","08","HOPKINS","Elementary"
"SULPHUR SPRINGS ISD","BOWIE EL","112901","112901106","","N","E","NA","","N","KG - 04","112","08","HOPKINS","Elementary"
"SULPHUR SPRINGS ISD","DOUGLAS INT","112901","112901107","","N","R","NA","","N","05 - 05","112","08","HOPKINS","Elementary"
"SULPHUR SPRINGS ISD","HOUSTON EL","112901","112901103","","N","E","NA","","N","EE - 04","112","08","HOPKINS","Elementary"
"SULPHUR SPRINGS ISD","LAMAR EL","112901","112901104","","N","E","NA","","N","PK - 04","112","08","HOPKINS","Elementary"
"SULPHUR SPRINGS ISD","SULPHUR SPRINGS H S","112901","112901002","","N","A","NQ","","N","09 - 12","112","08","HOPKINS","Secondary"
"SULPHUR SPRINGS ISD","SULPHUR SPRINGS MIDDLE","112901","112901041","","N","A","NA","","N","06 - 08","112","08","HOPKINS","Middle"
"SULPHUR SPRINGS ISD","TRAVIS EL","112901","112901105","","N","R","NA","","N","KG - 04","112","08","HOPKINS","Elementary"
"SUNDOWN ISD","SUNDOWN EL","110907","110907101","","N","R","NA","","N","PK - 05","110","17","HOCKLEY","Elementary"
"SUNDOWN ISD","SUNDOWN H S","110907","110907001","","N","E","NQ","","N","09 - 12","110","17","HOCKLEY","Secondary"
"SUNDOWN ISD","SUNDOWN J H","110907","110907041","","N","E","NA","","N","06 - 08","110","17","HOCKLEY","Middle"
"SUNNYVALE ISD","SUNNYVALE EL","057919","057919101","","N","E","NA","","N","KG - 08","057","10","DALLAS","Elementary"
"SUNRAY ISD","C H A M P S","171902","171902002","","N","2","PE","","N","08 - 09","171","16","MOORE","Middle"
"SUNRAY ISD","SUNRAY EL","171902","171902101","","N","R","NA","","N","EE - 08","171","16","MOORE","Elementary"
"SUNRAY ISD","SUNRAY H S","171902","171902001","","N","R","NQ","","N","09 - 12","171","16","MOORE","Secondary"
"SWEENY ISD","SWEENY EL","020906","020906104","","N","A","NA","","N","EE - 05","020","04","BRAZORIA","Elementary"
"SWEENY ISD","SWEENY H S","020906","020906002","","N","A","NQ","","N","09 - 12","020","04","BRAZORIA","Secondary"
"SWEENY ISD","SWEENY J H","020906","020906041","","N","R","NA","","N","06 - 08","020","04","BRAZORIA","Middle"
"SWEET HOME ISD","SWEET HOME EL","143905","143905101","","N","R","NA","","N","KG - 08","143","03","LAVACA","Elementary"
"SWEETWATER ISD","COWEN EL","177902","177902101","177902104","N","A","NA","SWEETWATER INT.","N","EE - 03","177","14","NOLAN","Elementary"
"SWEETWATER ISD","EAST RIDGE EL","177902","177902102","177902104","N","E","NA","SWEETWATER INT.","N","EE - 03","177","14","NOLAN","Elementary"
"SWEETWATER ISD","HOBBS ALTER ED CO-OP","177902","177902003","","N","1","PE","","N","09 - 12","177","14","NOLAN","Secondary"
"SWEETWATER ISD","RECOR JUVENILE DETENTION","177902","177902106","","N","1","PE","","N","07 - 11","177","14","NOLAN","Secondary"
"SWEETWATER ISD","SOUTHEAST EL","177902","177902105","177902104","N","E","NA","SWEETWATER INT.","N","EE - 03","177","14","NOLAN","Elementary"
"SWEETWATER ISD","SWEETWATER H S","177902","177902001","","N","A","NQ","","N","09 - 12","177","14","NOLAN","Secondary"
"SWEETWATER ISD","SWEETWATER INT","177902","177902104","","N","R","NA","","N","04 - 05","177","14","NOLAN","Elementary"
"SWEETWATER ISD","SWEETWATER MIDDLE","177902","177902041","","N","A","NA","","N","06 - 08","177","14","NOLAN","Middle"
"TAFT ISD","ALTER ED CAMPUS SHORELINE","205907","205907002","","N","1","PE","","N","06 - 11","205","02","SAN PATRICIO","Both Elem/Sec"
"TAFT ISD","EAST EL","205907","205907101","","N","A","NA","","N","03 - 05","205","02","SAN PATRICIO","Elementary"
"TAFT ISD","TAFT H S","205907","205907001","","N","R","NQ","","N","09 - 12","205","02","SAN PATRICIO","Secondary"
"TAFT ISD","TAFT J H","205907","205907041","","N","A","NA","","N","06 - 08","205","02","SAN PATRICIO","Middle"
"TAFT ISD","WOODROE PETTY EL","205907","205907103","205907101","N","A","NA","EAST EL","N","PK - 02","205","02","SAN PATRICIO","Elementary"
"TAHOKA ISD","TAHOKA EL","153904","153904101","","N","R","NA","","N","KG - 06","153","17","LYNN","Elementary"
"TAHOKA ISD","TAHOKA H S","153904","153904001","","N","A","NQ","","N","09 - 12","153","17","LYNN","Secondary"
"TAHOKA ISD","TAHOKA MIDDLE","153904","153904041","","N","R","NA","","N","07 - 08","153","17","LYNN","Middle"
"TALCO-BOGATA CONS ISD","BOGATA EL","194903","194903101","","N","R","NA","","N","EE - 08","194","08","RED RIVER","Elementary"
"TALCO-BOGATA CONS ISD","RIVERCREST H S","194903","194903001","","N","E","NQ","","N","09 - 12","194","08","RED RIVER","Secondary"
"TALCO-BOGATA CONS ISD","TALCO EL","194903","194903102","","N","A","NA","","N","PK - 08","194","08","RED RIVER","Elementary"
"TARKINGTON ISD","TARKINGTON H S","146907","146907001","","N","R","NQ","","N","09 - 12","146","04","LIBERTY","Secondary"
"TARKINGTON ISD","TARKINGTON INT","146907","146907102","","N","A","NA","","N","03 - 05","146","04","LIBERTY","Elementary"
"TARKINGTON ISD","TARKINGTON MIDDLE","146907","146907041","","N","A","NA","","N","06 - 08","146","04","LIBERTY","Middle"
"TARKINGTON ISD","TARKINGTON PRI","146907","146907101","146907102","N","A","NA","TARKINGTON INT","N","EE - 02","146","04","LIBERTY","Elementary"
"TATUM ISD","TATUM EL","201910","201910102","","N","A","NA","","N","04 - 06","201","07","RUSK","Elementary"
"TATUM ISD","TATUM H S","201910","201910002","","N","R","NQ","","N","09 - 12","201","07","RUSK","Secondary"
"TATUM ISD","TATUM MIDDLE","201910","201910041","","N","A","NA","","N","07 - 08","201","07","RUSK","Middle"
"TATUM ISD","TATUM PRI","201910","201910104","201910102","N","A","NA","TATUM ELEM","N","PK - 03","201","07","RUSK","Elementary"
"TAYLOR ISD","NORTHSIDE EL","246911","246911101","246911102","N","A","NA","T. H. JOHNSON EL","N","EE - 01","246","13","WILLIAMSON","Elementary"
"TAYLOR ISD","T H JOHNSON EL","246911","246911102","","N","A","NA","","N","02 - 05","246","13","WILLIAMSON","Elementary"
"TAYLOR ISD","TAYLOR H S","246911","246911001","","N","A","NQ","","N","09 - 12","246","13","WILLIAMSON","Secondary"
"TAYLOR ISD","TAYLOR MIDDLE","246911","246911041","","N","A","NA","","N","06 - 08","246","13","WILLIAMSON","Middle"
"TEAGUE ISD","SALLIE MOUNGER EL","081904","081904102","081904103","N","R","NA","TEAGUE INT.","N","EE - 03","081","12","FREESTONE","Elementary"
"TEAGUE ISD","TEAGUE H S","081904","081904001","","N","R","NQ","","N","09 - 12","081","12","FREESTONE","Secondary"
"TEAGUE ISD","TEAGUE INT","081904","081904103","","N","A","NA","","N","04 - 06","081","12","FREESTONE","Elementary"
"TEAGUE ISD","TEAGUE J H","081904","081904041","","N","A","NA","","N","07 - 10","081","12","FREESTONE","Secondary"
"TEMPLE ISD","ALPHA ACAD","014909","014909004","","N","N","NR","","N","08 - 08","014","12","BELL","Middle"
"TEMPLE ISD","BETHUNE/MEGA COMET EL","014909","014909101","014909115","N","A","NA","MERIDITH-DUNBAR/COMET EL","N","PK - 02","014","12","BELL","Elementary"
"TEMPLE ISD","BONHAM MIDDLE","014909","014909044","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"TEMPLE ISD","CATER EL","014909","014909102","","N","R","NA","","N","EE - 05","014","12","BELL","Elementary"
"TEMPLE ISD","DICKSON EL","014909","014909104","","N","A","NA","","N","PK - 05","014","12","BELL","Elementary"
"TEMPLE ISD","EMERSON EL","014909","014909105","014909115","N","A","NA","MERIDITH-DUNBAR/COMET","N","EE - 02","014","12","BELL","Elementary"
"TEMPLE ISD","FREEMAN HEIGHTS EL","014909","014909106","","N","L","NA","","N","KG - 05","014","12","BELL","Elementary"
"TEMPLE ISD","JEFFERSON EL","014909","014909107","","N","A","NA","","N","KG - 05","014","12","BELL","Elementary"
"TEMPLE ISD","LAMAR MIDDLE","014909","014909041","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"TEMPLE ISD","LANIER EL","014909","014909108","","N","A","NA","","N","KG - 05","014","12","BELL","Elementary"
"TEMPLE ISD","MERIDITH-DUNBAR/COMET EL","014909","014909115","","N","A","NA","","N","03 - 05","014","12","BELL","Elementary"
"TEMPLE ISD","REAGAN/COMET EL","014909","014909109","014909115","N","A","NA","MERIDITH-DUNBAR/COMET","N","EE - 03","014","12","BELL","Elementary"
"TEMPLE ISD","SCOTT EL","014909","014909110","","N","R","NA","","N","EE - 05","014","12","BELL","Elementary"
"TEMPLE ISD","SOUTHLAND VILLA","014909","014909200","","N","N","NR","","N","EE - 06","014","12","BELL","Elementary"
"TEMPLE ISD","TEMPLE H S","014909","014909002","","N","A","NQ","","N","09 - 12","014","12","BELL","Secondary"
"TEMPLE ISD","THORNTON EL","014909","014909111","","N","A","NA","","N","EE - 05","014","12","BELL","Elementary"
"TEMPLE ISD","TRAVIS MIDDLE","014909","014909042","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"TEMPLE ISD","WESTERN HILLS EL","014909","014909114","","N","A","NA","","N","EE - 05","014","12","BELL","Elementary"
"TEMPLE ISD","WHEATLEY EL","014909","014909113","","N","L","NA","","N","03 - 05","014","12","BELL","Elementary"
"TENAHA ISD","TENAHA EL","210904","210904101","","N","A","NA","","N","PK - 06","210","07","SHELBY","Elementary"
"TENAHA ISD","TENAHA H S","210904","210904001","","N","A","NQ","","N","07 - 12","210","07","SHELBY","Secondary"
"TERLINGUA CSD","BIG BEND H S","022004","022004001","","N","R","NA","","N","09 - 12","022","18","BREWSTER","Secondary"
"TERLINGUA CSD","TERLINGUA EL","022004","022004101","","N","A","NA","","N","PK - 08","022","18","BREWSTER","Elementary"
"TERRELL COUNTY ISD","SANDERSON EL","222901","222901101","","N","E","NA","","N","EE - 05","222","18","TERRELL","Elementary"
"TERRELL COUNTY ISD","SANDERSON H S","222901","222901001","","N","E","NQ","","N","09 - 12","222","18","TERRELL","Secondary"
"TERRELL COUNTY ISD","SANDERSON J H","222901","222901041","","N","E","NA","","N","06 - 08","222","18","TERRELL","Middle"
"TERRELL ISD","COLLEGE STREET LRN CTR","129906","129906105","","N","N","NR","","N","EE - PK","129","10","KAUFMAN","Elementary"
"TERRELL ISD","JOHN E LANGWITH EL","129906","129906102","","N","A","NA","","N","04 - 04","129","10","KAUFMAN","Elementary"
"TERRELL ISD","KENNEDY EL","129906","129906101","129906102","N","A","NA","J. E. LANGWITH EL.","N","02 - 03","129","10","KAUFMAN","Elementary"
"TERRELL ISD","OMBUDSMAN ALTER","129906","129906003","","N","1","PE","","N","06 - 12","129","10","KAUFMAN","Both Elem/Sec"
"TERRELL ISD","TERRELL ADOLESCENT CTR","129906","129906104","","N","N","NR","","N","KG - 12","129","10","KAUFMAN","Both Elem/Sec"
"TERRELL ISD","TERRELL H S","129906","129906002","","N","A","NQ","","N","09 - 12","129","10","KAUFMAN","Secondary"
"TERRELL ISD","TERRELL INT","129906","129906106","","N","R","NA","","N","05 - 06","129","10","KAUFMAN","Middle"
"TERRELL ISD","TERRELL MIDDLE","129906","129906041","","N","A","NA","","N","07 - 08","129","10","KAUFMAN","Middle"
"TERRELL ISD","W H BURNETT EL","129906","129906103","129906101","N","A","NA","JOHN F. KENNEDY ELEM.","N","KG - 01","129","10","KAUFMAN","Elementary"
"TEXARKANA ISD","DUNBAR EL","019907","019907115","","N","A","NA","","N","EE - 04","019","08","BOWIE","Elementary"
"TEXARKANA ISD","FIFTEENTH STREET EL","019907","019907107","","N","A","NA","","N","01 - 05","019","08","BOWIE","Elementary"
"TEXARKANA ISD","HIGHLAND PARK EL","019907","019907105","","N","R","NA","","N","EE - 10","019","08","BOWIE","Both Elem/Sec"
"TEXARKANA ISD","KENNEDY EL","019907","019907108","","N","A","NA","","N","01 - 05","019","08","BOWIE","Elementary"
"TEXARKANA ISD","LINCOLN STREET ALTER","019907","019907103","","N","1","PE","","N","06 - 11","019","08","BOWIE","Both Elem/Sec"
