"ABILENE ISD","SP ED O J T","221901128","221901","221","14","TAYLOR","09 - 12","S","X","NO"," "," "," ","N","N"
"ABILENE ISD","TAYLOR EL","221901121","221901","221","14","TAYLOR","KG - 05","E","E","NA","R"," "," ","N","N"
"ABILENE ISD","THOMAS EL","221901151","221901","221","14","TAYLOR","EE - 05","E","R","NA","NQ"," "," ","N","N"
"ABILENE ISD","TRAVIS OPPORTUNITY CTR","221901006","221901","221","14","TAYLOR","07 - 11","S","X","NO"," "," "," ","N","N"
"ABILENE ISD","VALLEY VIEW EL","221901123","221901","221","14","TAYLOR","KG - 05","E","R","NA","R"," "," ","N","N"
"ABILENE ISD","WARD EL","221901150","221901","221","14","TAYLOR","EE - 05","E","E","NA","M"," "," ","N","N"
"ABILENE ISD","WOODSON ECC","221901125","221901","221","14","TAYLOR","EE - PK","E","N","NR"," "," "," ","N","N"
"ABILENE ISD","WOODSON PROJECT PASS","221901046","221901","221","14","TAYLOR","06 - 08","M","1","PE"," "," "," ","N","N"
"ABILENE ISD","WOODSON SKILL CTR","221901126","221901","221","14","TAYLOR","08 - 08","M","X","NO"," "," "," ","N","N"
"ACADEMY ISD","ACADEMY EL","014901101","014901","014","12","BELL","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ACADEMY ISD","ACADEMY H S","014901001","014901","014","12","BELL","09 - 12","S","R","NQ","NQ"," "," ","N","N"
"ACADEMY ISD","ACADEMY J H","014901041","014901","014","12","BELL","05 - 08","M","R","NA","R"," "," ","N","N"
"ACADEMY OF ACCELERATED LEARNING I","ACADEMY OF ACCELERATED LEARNING HI","101810001","101810","101","04","HARRIS","09 - 12","S","2","PE"," "," "," ","N","Y"
"ACADEMY OF AUSTIN","ACADEMY OF AUSTIN","227807101","227807","227","13","TRAVIS","KG - 06","E","H","NH"," "," "," ","N","Y"
"ACADEMY OF BEAUMONT","ACADEMY OF BEAUMONT","123801101","123801","123","05","JEFFERSON","KG - 06","E","H","NH"," "," "," ","N","Y"
"ACADEMY OF DALLAS","ACADEMY OF DALLAS","057810101","057810","057","10","DALLAS","KG - 06","E","H","NH"," "," "," ","N","Y"
"ACADEMY OF HOUSTON","ACADEMY OF HOUSTON","101808101","101808","101","04","HARRIS","KG - 07","E","L","NA","NE"," "," ","N","Y"
"ACADEMY OF SAN ANTONIO","ACADEMY OF SAN ANTONIO","015809101","015809","015","20","BEXAR","KG - 06","E","H","NH"," "," "," ","N","Y"
"ACADEMY OF SKILLS & KNOWLEDGE","ACADEMY OF SKILLS & KNOWLEDGE","212801101","212801","212","07","SMITH","03 - 08","E","2","PE"," "," "," ","N","Y"
"ACADEMY OF TRANSITIONAL STUDIES","ACADEMY OF TRANSITIONAL STUDIES","178801001","178801","178","02","NUECES","06 - 12","B","2","PE"," "," "," ","N","Y"
"ACADEMY OF TRANSITIONAL STUDIES","G C C L R EMERGENCY SHELTER/ASSESS","178801101","178801","178","02","NUECES","02 - 10","B","I","NI"," "," "," ","N","Y"
"ADRIAN ISD","ADRIAN SCHOOL","180903001","180903","180","16","OLDHAM","KG - 12","B","E","T","NQ"," "," ","N","N"
"AGUA DULCE ISD","AGUA DULCE ELEMENTARY SCHOOL","178901101","178901","178","02","NUECES","PK - 06","E","R","NA","R"," "," ","N","N"
"AGUA DULCE ISD","AGUA DULCE H S","178901001","178901","178","02","NUECES","07 - 12","S","R","NQ","NQ"," "," ","N","N"
"ALAMO HEIGHTS ISD","ALAMO HEIGHTS H S","015901001","015901","015","20","BEXAR","09 - 12","S","A","NQ","R"," "," ","N","N"
"ALAMO HEIGHTS ISD","ALAMO HEIGHTS J H","015901041","015901","015","20","BEXAR","06 - 08","M","R","NA","NQ"," "," ","N","N"
"ALAMO HEIGHTS ISD","BEXAR CO J J A E P","015901002","015901","015","20","BEXAR","09 - 12","S","X","NO"," "," "," ","N","N"
"ALAMO HEIGHTS ISD","CAMBRIDGE EL","015901101","015901","015","20","BEXAR","01 - 05","E","A","NA","NQ"," "," ","N","N"
"ALAMO HEIGHTS ISD","HOWARD EL","015901102","015901","015","20","BEXAR","EE - KG","E","N","NR"," "," "," ","N","N"
"ALAMO HEIGHTS ISD","WOODRIDGE EL","015901104","015901","015","20","BEXAR","01 - 05","E","R","NA","NQ"," "," ","N","N"
"ALBA-GOLDEN ISD","ALBA-GOLDEN EL","250906101","250906","250","07","WOOD","EE - 06","E","R","NA","NQ"," "," ","N","N"
"ALBA-GOLDEN ISD","ALBA-GOLDEN H S","250906001","250906","250","07","WOOD","07 - 12","S","A","NQ","NQ"," "," ","N","N"
"ALBA-GOLDEN ISD","ALTER SCHOOL","250906002","250906","250","07","WOOD","10 - 12","S","1","PE"," "," "," ","N","N"
"ALBANY ISD","ALBANY JR-SR H S","209901001","209901","209","14","SHACKELFORD","07 - 12","S","E","NQ","M"," "," ","N","N"
"ALBANY ISD","NANCY SMITH EL","209901101","209901","209","14","SHACKELFORD","EE - 06","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","ALDINE H S","101902001","101902","101","04","HARRIS","09 - 12","S","A","NQ","NQ"," "," ","N","N"
"ALDINE ISD","ALDINE J J A E P","101902099","101902","101","04","HARRIS","07 - 11","S","X","NO"," "," "," ","N","N"
"ALDINE ISD","ALDINE MIDDLE","101902041","101902","101","04","HARRIS","07 - 08","M","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","ALDINE NINTH GRADE SCHOOL","101902081","101902","101","04","HARRIS","09 - 09","S","R","NA","NQ","101902001","ALDINE H S","N","N"
"ALDINE ISD","ANDERSON ACAD","101902101","101902","101","04","HARRIS","01 - 03","E","E","NA","NQ","101902102","BETHUNE ACAD","N","N"
"ALDINE ISD","BETHUNE ACAD","101902102","101902","101","04","HARRIS","04 - 05","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","BLACK EL","101902126","101902","101","04","HARRIS","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","CALVERT EL","101902128","101902","101","04","HARRIS","EE - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","CARAWAY INT","101902066","101902","101","04","HARRIS","05 - 06","M","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","CARMICHAEL EL","101902122","101902","101","04","HARRIS","EE - 04","E","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","CARROLL ACADEMY","101902103","101902","101","04","HARRIS","KG - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","CARTER ELEMENTARY","101902107","101902","101","04","HARRIS","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","CARVER H S  FOR APPLIED TECH ENGI","101902002","101902","101","04","HARRIS","09 - 12","S","R","NQ","NQ"," "," ","N","N"
"ALDINE ISD","CHESTER W NIMITZ H S","101902005","101902","101","04","HARRIS","09 - 12","S","R","NQ","NQ"," "," ","N","N"
"ALDINE ISD","CONLEY EL","101902123","101902","101","04","HARRIS","KG - 04","E","E","NA","NQ"," "," ","N","N"
"ALDINE ISD","DE SANTIAGO EC/PRE-K CENTER","101902155","101902","101","04","HARRIS","EE - PK","E","N","NR"," "," "," ","N","N"
"ALDINE ISD","DREW ACAD","101902042","101902","101","04","HARRIS","06 - 08","M","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","DUNN EL","101902124","101902","101","04","HARRIS","KG - 04","E","A","NA","R"," "," ","N","N"
"ALDINE ISD","ECKERT INT","101902061","101902","101","04","HARRIS","05 - 06","M","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","EISENHOWER H S","101902004","101902","101","04","HARRIS","09 - 12","S","R","NQ","NQ"," "," ","N","N"
"ALDINE ISD","EISENHOWER NINTH GRADE SCHOOL","101902084","101902","101","04","HARRIS","09 - 09","S","R","NA","NQ","101902004","EISENHOWER H S","N","N"
"ALDINE ISD","ERMEL EL","101902121","101902","101","04","HARRIS","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","ESCAMILLA INT","101902063","101902","101","04","HARRIS","05 - 06","M","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","EVELYN S THOMPSON EL","101902117","101902","101","04","HARRIS","EE - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","FRANCIS EL","101902105","101902","101","04","HARRIS","KG - 04","E","R","NA","R"," "," ","N","N"
"ALDINE ISD","FRANCIS HEAD START","101902302","101902","101","04","HARRIS","PK - PK","E","N","NR"," "," "," ","N","N"
"ALDINE ISD","GRAY EL","101902125","101902","101","04","HARRIS","KG - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","HALL HEAD START","101902301","101902","101","04","HARRIS","PK - PK","E","N","NR"," "," "," ","N","N"
"ALDINE ISD","HAMBRICK MIDDLE","101902043","101902","101","04","HARRIS","07 - 08","M","E","NA","RM"," "," ","N","N"
"ALDINE ISD","HARRIS ACADEMY","101902129","101902","101","04","HARRIS","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","HIDDEN VALLEY EL","101902106","101902","101","04","HARRIS","KG - 04","E","R","NA","R"," "," ","N","N"
"ALDINE ISD","HINOJOSA EC/PRE-K CENTER","101902153","101902","101","04","HARRIS","EE - PK","E","N","NR"," "," "," ","N","N"
"ALDINE ISD","HOFFMAN MIDDLE","101902046","101902","101","04","HARRIS","07 - 08","M","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","J RUTH SMITH ACADEMY","101902114","101902","101","04","HARRIS","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","JOHNSON EL","101902116","101902","101","04","HARRIS","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","KEEBLE EC/PRE-K CENTER","101902151","101902","101","04","HARRIS","EE - PK","E","N","NR"," "," "," ","N","N"
"ALDINE ISD","LANE SCH","101902108","101902","101","04","HARRIS","EE - 12","B","X","NO"," "," "," ","N","N"
"ALDINE ISD","LAUDER RD HEAD START","101902303","101902","101","04","HARRIS","PK - PK","E","N","NR"," "," "," ","N","N"
"ALDINE ISD","MACARTHUR H S","101902003","101902","101","04","HARRIS","09 - 12","S","R","NQ","NQ"," "," ","N","N"
"ALDINE ISD","MACARTHUR NINTH GRADE SCHOOL","101902083","101902","101","04","HARRIS","09 - 09","S","R","NA","NQ","101902003","MACARTHUR H S","N","N"
"ALDINE ISD","MAGRILL EL","101902120","101902","101","04","HARRIS","EE - 04","E","R","NA","R"," "," ","N","N"
"ALDINE ISD","MENDEL EL","101902109","101902","101","04","HARRIS","KG - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","NIMITZ NINTH GRADE SCHOOL","101902085","101902","101","04","HARRIS","09 - 09","S","R","NA","NQ","101902005","CHESTER W NIMITZ H S","N","N"
"ALDINE ISD","OLESON EL","101902111","101902","101","04","HARRIS","KG - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","ORANGE GROVE EL","101902112","101902","101","04","HARRIS","EE - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","PARKER INT","101902065","101902","101","04","HARRIS","05 - 06","M","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","RAYMOND ACADEMY","101902113","101902","101","04","HARRIS","KG - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","REECE ACADEMY","101902104","101902","101","04","HARRIS","PK - KG","E","N","NR"," "," "," ","N","N"
"ALDINE ISD","RUBY REED ACADEMY","101902068","101902","101","04","HARRIS","05 - 06","M","R","NA","R"," "," ","N","N"
"ALDINE ISD","SAMMONS EL","101902118","101902","101","04","HARRIS","KG - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","SHOTWELL MIDDLE","101902047","101902","101","04","HARRIS","07 - 08","M","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","SMITH HEAD START","101902304","101902","101","04","HARRIS","PK - PK","E","N","NR"," "," "," ","N","N"
"ALDINE ISD","STEHLIK INT","101902064","101902","101","04","HARRIS","05 - 06","M","R","NA","R"," "," ","N","N"
"ALDINE ISD","STEPHENS EL","101902119","101902","101","04","HARRIS","KG - 04","E","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","STOVALL ACADEMY","101902127","101902","101","04","HARRIS","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ALDINE ISD","STOVALL MIDDLE","101902044","101902","101","04","HARRIS","07 - 08","M","A","NA","R"," "," ","N","N"
"ALDINE ISD","T S GRANTHAM MIDDLE","101902048","101902","101","04","HARRIS","07 - 08","M","R","NA","NQ"," "," ","N","N"
"ALDINE ISD","TEAGUE MIDDLE","101902045","101902","101","04","HARRIS","07 - 08","M","R","NA","RM"," "," ","N","N"
"ALDINE ISD","VINES EC/PRE-K CENTER","101902154","101902","101","04","HARRIS","EE - PK","E","N","NR"," "," "," ","N","N"
"ALDINE ISD","W T HALL SCHOOL","101902006","101902","101","04","HARRIS","09 - 12","S","1","PE"," "," "," ","N","N"
"ALDINE ISD","WEAVER A ODOM ELEMENTARY","101902115","101902","101","04","HARRIS","KG - 04","E","A","NA","R"," "," ","N","N"
"ALDINE ISD","WILSON INT","101902067","101902","101","04","HARRIS","05 - 06","M","R","NA","M"," "," ","N","N"
"ALDINE ISD","WORSHAM EL","101902110","101902","101","04","HARRIS","KG - 04","E","E","NA","NQ"," "," ","N","N"
"ALEDO ISD","ALEDO EL","184907102","184907","184","11","PARKER","EE - 02","E","E","NA","NQ","184907101","ALEDO INT","N","N"
"ALEDO ISD","ALEDO H S","184907001","184907","184","11","PARKER","09 - 12","S","E","NQ","R"," "," ","N","N"
"ALEDO ISD","ALEDO INT","184907101","184907","184","11","PARKER","03 - 05","E","E","NA","NQ"," "," ","N","N"
"ALEDO ISD","ALEDO MIDDLE","184907041","184907","184","11","PARKER","06 - 08","M","E","NA","RM"," "," ","N","N"
"ALICE ISD","ADAMS MIDDLE","125901043","125901","125","02","JIM WELLS","07 - 08","M","A","NA","NQ"," "," ","N","N"
"ALICE ISD","ALICE H S","125901001","125901","125","02","JIM WELLS","09 - 12","S","A","NQ","NQ"," "," ","N","N"
"ALICE ISD","DUBOSE INTERMEDIATE","125901041","125901","125","02","JIM WELLS","05 - 06","M","A","NA","NQ"," "," ","N","N"
"ALICE ISD","GARCIA EL","125901102","125901","125","02","JIM WELLS","KG - 04","E","R","NA","NQ"," "," ","N","N"
"ALICE ISD","HILLCREST EL","125901101","125901","125","02","JIM WELLS","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ALICE ISD","MEMORIAL INTERMEDIATE","125901042","125901","125","02","JIM WELLS","05 - 06","M","A","NA","NQ"," "," ","N","N"
"ALICE ISD","NAYER EL","125901103","125901","125","02","JIM WELLS","EE - 04","E","A","NA","NQ"," "," ","N","N"
"ALICE ISD","NOONAN EL","125901104","125901","125","02","JIM WELLS","KG - 04","E","A","NA","R"," "," ","N","N"
"ALICE ISD","SAENZ EL","125901105","125901","125","02","JIM WELLS","KG - 04","E","R","NA","NQ"," "," ","N","N"
"ALICE ISD","SALAZAR EL","125901106","125901","125","02","JIM WELLS","KG - 04","E","A","NA","NQ"," "," ","N","N"
"ALICE ISD","SCHALLERT EL","125901107","125901","125","02","JIM WELLS","KG - 04","E","A","NA","R"," "," ","N","N"
"ALIEF ISD","A J MARTIN EL","101903103","101903","101","04","HARRIS","EE - 04","E","A","NA","R"," "," ","N","N"
"ALIEF ISD","ADMIN SERVICES","101903199","101903","101","04","HARRIS","11 - 12","S","X","NO"," "," "," ","N","N"
"ALIEF ISD","ALBRIGHT MIDDLE","101903045","101903","101","04","HARRIS","06 - 08","M","R","NA","NQ"," "," ","N","N"
"ALIEF ISD","ALIEF MIDDLE","101903041","101903","101","04","HARRIS","06 - 08","M","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","AUDREY JUDY BUSH EL","101903121","101903","101","04","HARRIS","PK - 04","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","BEST EL","101903118","101903","101","04","HARRIS","EE - 05","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","BOONE EL","101903102","101903","101","04","HARRIS","PK - 04","E","A","NA","R"," "," ","N","N"
"ALIEF ISD","CHANCELLOR EL","101903108","101903","101","04","HARRIS","EE - 05","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","CUMMINGS EL","101903112","101903","101","04","HARRIS","PK - 04","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","DEBORAH ALEXANDER EL","101903114","101903","101","04","HARRIS","PK - 04","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","DON P KILLOUGH MIDDLE","101903043","101903","101","04","HARRIS","07 - 08","M","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","DOUGLAS SMITH EL","101903105","101903","101","04","HARRIS","PK - 04","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","E A OLLE MIDDLE","101903042","101903","101","04","HARRIS","07 - 08","M","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","ELSIK H S","101903002","101903","101","04","HARRIS","08 - 12","S","A","NQ","NQ"," "," ","N","N"
"ALIEF ISD","FLEM REES EL","101903113","101903","101","04","HARRIS","KG - 05","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","HASTINGS H S","101903001","101903","101","04","HARRIS","08 - 12","S","A","NQ","NQ"," "," ","N","N"
"ALIEF ISD","HEARNE EL","101903115","101903","101","04","HARRIS","EE - 05","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","HEFLIN EL","101903111","101903","101","04","HARRIS","PK - 05","E","R","NA","NQ"," "," ","N","N"
"ALIEF ISD","HELEN DE LOS SANTOS MATA INTERMEDI","101903143","101903","101","04","HARRIS","05 - 06","M","A","NA","RM"," "," ","N","N"
"ALIEF ISD","HICKS EL","101903120","101903","101","04","HARRIS","EE - 04","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","JAMES HOLUB MIDDLE","101903044","101903","101","04","HARRIS","07 - 08","M","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","KERR H S","101903006","101903","101","04","HARRIS","09 - 12","S","E","R","NQ"," "," ","N","N"
"ALIEF ISD","KLENTZMAN INT","101903141","101903","101","04","HARRIS","05 - 06","M","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","LIESTMAN EL","101903109","101903","101","04","HARRIS","PK - 04","E","R","NA","NQ"," "," ","N","N"
"ALIEF ISD","MARGARET COLLINS ELEMENTARY","101903122","101903","101","04","HARRIS","PK - 05","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","MICHAEL KENNEDY EL","101903107","101903","101","04","HARRIS","EE - 04","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","MILDRED V LANDIS EL","101903116","101903","101","04","HARRIS","PK - 04","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","O'DONNELL MIDDLE","101903046","101903","101","04","HARRIS","06 - 08","M","R","NA","NQ"," "," ","N","N"
"ALIEF ISD","OUTLEY EL","101903119","101903","101","04","HARRIS","EE - 05","E","R","NA","R"," "," ","N","N"
"ALIEF ISD","OWENS INT","101903140","101903","101","04","HARRIS","05 - 06","M","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","PETROSKY EL","101903110","101903","101","04","HARRIS","PK - 05","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","SNEED EL","101903117","101903","101","04","HARRIS","PK - 05","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","V G CHAMBERS EL","101903104","101903","101","04","HARRIS","EE - 04","E","A","NA","R"," "," ","N","N"
"ALIEF ISD","VIOLA MAHANAY EL","101903106","101903","101","04","HARRIS","EE - 05","E","A","NA","R"," "," ","N","N"
"ALIEF ISD","YOUENS EL","101903101","101903","101","04","HARRIS","EE - 05","E","A","NA","NQ"," "," ","N","N"
"ALIEF ISD","YOUNGBLOOD INT","101903142","101903","101","04","HARRIS","05 - 06","M","A","NA","NQ"," "," ","N","N"
"ALIEF MONTESSORI COMMUNITY SCHOOL","ALIEF MONTESSORI COMMUNITY SCHOOL","101815101","101815","101","04","HARRIS","PK - 06","E","E","NA","NQ"," "," ","N","Y"
"ALLEN ISD","ALLEN H S","043901001","043901","043","10","COLLIN","09 - 12","S","R","NQ","NQ"," "," ","N","N"
"ALLEN ISD","ALTON BOYD EL","043901102","043901","043","10","COLLIN","KG - 06","E","R","NA","NQ"," "," ","N","N"
"ALLEN ISD","ALVIS C STORY EL","043901105","043901","043","10","COLLIN","EE - 06","E","E","NA","R"," "," ","N","N"
"ALLEN ISD","COLLIN CO J J A E P","043901003","043901","043","10","COLLIN","09 - 11","S","X","NO"," "," "," ","N","N"
"ALLEN ISD","D L ROUNTREE EL","043901101","043901","043","10","COLLIN","EE - 06","E","R","NA","R"," "," ","N","N"
"ALLEN ISD","FLOSSIE FLOYD GREEN EL","043901107","043901","043","10","COLLIN","KG - 06","E","E","NA","NQ"," "," ","N","N"
"ALLEN ISD","FRANCES E NORTON EL","043901108","043901","043","10","COLLIN","EE - 06","E","E","NA","M"," "," ","N","N"
"ALLEN ISD","GENE M REED EL","043901104","043901","043","10","COLLIN","KG - 06","E","E","NA","R"," "," ","N","N"
"ALLEN ISD","GEORGE J ANDERSON EL","043901109","043901","043","10","COLLIN","KG - 06","E","E","NA","NQ"," "," ","N","N"
"ALLEN ISD","LOWERY FRESHMAN CENTER","043901002","043901","043","10","COLLIN","09 - 09","S","R","NA","NQ","043901001","ALLEN H S","N","N"
"ALLEN ISD","MAX O VAUGHAN EL","043901106","043901","043","10","COLLIN","KG - 06","E","E","NA","NQ"," "," ","N","N"
"ALLEN ISD","W E PETE FORD MIDDLE","043901042","043901","043","10","COLLIN","07 - 08","M","E","NA","NQ"," "," ","N","N"
"ALLEN ISD","WALTER & LOIS CURTIS MIDDLE","043901043","043901","043","10","COLLIN","07 - 08","M","E","NA","NQ"," "," ","N","N"
"ALLISON ISD","ALLISON SCHOOL","242904001","242904","242","16","WHEELER","PK - 12","B","E","NQ","NQ"," "," ","N","N"
"ALPHONSO CRUTCH'S-LIFE SUPPORT CEN","ALPHONSO CRUTCH'S-LIFE SUPPORT CEN","101817001","101817","101","04","HARRIS","06 - 12","B","H","NH"," "," "," ","N","Y"
"ALPINE ISD","ALPINE EL","022901101","022901","022","18","BREWSTER","KG - 04","E","R","NA","R"," "," ","N","N"
"ALPINE ISD","ALPINE H S","022901001","022901","022","18","BREWSTER","09 - 12","S","A","NQ","NQ"," "," ","N","N"
"ALPINE ISD","ALPINE MIDDLE","022901041","022901","022","18","BREWSTER","05 - 08","M","A","NA","NQ"," "," ","N","N"
"ALPINE ISD","PETE GALLEGO SR CENTER","022901102","022901","022","18","BREWSTER","EE - PK","E","N","NR"," "," "," ","N","N"
"ALTO ISD","ALTO EL","037901101","037901","037","07","CHEROKEE","PK - 04","E","A","NA","R"," "," ","N","N"
"ALTO ISD","ALTO H S","037901001","037901","037","07","CHEROKEE","09 - 12","S","R","NQ","R"," "," ","N","N"
"ALTO ISD","ALTO MIDDLE","037901041","037901","037","07","CHEROKEE","05 - 08","M","A","NA","NQ"," "," ","N","N"
