DISTNAME,CAMPNAME,CACKDTL,CAMPUS,DISTRICT,COUNTY,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING
ALAMO HEIGHTS ISD,CAMBRIDGE EL,W,015901101,015901,015,20,BEXAR,E,01 - 05,N,,,R
ALAMO HEIGHTS ISD,HOWARD EL,,015901102,015901,015,20,BEXAR,E,EE - KG,N,,,X
ALAMO HEIGHTS ISD,WOODRIDGE EL,EWMNY,015901104,015901,015,20,BEXAR,E,01 - 05,N,,,A
ALBA-GOLDEN ISD,ALBA-GOLDEN EL,EMNX,250906101,250906,250,07,WOOD,E,PK - 05,N,,,R
ALBA-GOLDEN ISD,ALBA-GOLDEN H S,UVEWSX,250906001,250906,250,07,WOOD,B,06 - 12,N,,,A
ALBA-GOLDEN ISD,ALTER SCHOOL,,250906002,250906,250,07,WOOD,S,11 - 12,N,,,1
ALBANY ISD,ALBANY JR-SR H S,ARVW,209901001,209901,209,14,SHACKELFORD,S,07 - 12,N,,,A
ALBANY ISD,NANCY SMITH EL,EWMNY,209901101,209901,209,14,SHACKELFORD,E,EE - 06,N,,,E
ALDINE ISD,ALDINE ELEMENTARY,E,101902130,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,ALDINE HIGH SCHOOL,,101902001,101902,101,04,HARRIS,S,09 - 12,N,,,A
ALDINE ISD,ALDINE J J A E P,,101902099,101902,101,04,HARRIS,B,06 - 11,N,,,X
ALDINE ISD,ALDINE MIDDLE,X,101902041,101902,101,04,HARRIS,M,07 - 08,N,,,R
ALDINE ISD,ALDINE NINTH GRADE SCHOOL,Y,101902081,101902,101,04,HARRIS,S,09 - 09,N,,,A
ALDINE ISD,ANDERSON ACADEMY,AEM,101902101,101902,101,04,HARRIS,E,01 - 03,N,,,E
ALDINE ISD,BETHUNE ACADEMY,A,101902102,101902,101,04,HARRIS,E,03 - 04,N,,,A
ALDINE ISD,BLACK ELEMENTARY,EWMZ,101902126,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,BUSSEY ELEMENTARY,M,101902131,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,CALVERT ELEMENTARY,WX,101902128,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,CARAWAY INTERMEDIATE,Z,101902066,101902,101,04,HARRIS,M,05 - 06,N,,,A
ALDINE ISD,CARMICHAEL ELEMENTARY,AX,101902122,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,CARROLL ACADEMY,EY,101902103,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,CARTER ACADEMY,,101902107,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,CARVER H S  FOR APPLIED TECH/ENGI,RUVS,101902002,101902,101,04,HARRIS,S,09 - 12,N,,,R
ALDINE ISD,CONLEY ELEMENTARY,X,101902123,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,DE SANTIAGO EC/PRE-K CENTER,,101902155,101902,101,04,HARRIS,E,EE - PK,N,,,X
ALDINE ISD,DREW ACADEMY,AEWSX,101902042,101902,101,04,HARRIS,M,07 - 08,N,,,R
ALDINE ISD,DUNN ELEMENTARY,Y,101902124,101902,101,04,HARRIS,E,KG - 04,N,,,A
ALDINE ISD,ECKERT INTERMEDIATE,Z,101902061,101902,101,04,HARRIS,M,05 - 06,N,,,A
ALDINE ISD,EISENHOWER HIGH SCHOOL,R,101902004,101902,101,04,HARRIS,S,09 - 12,N,,,A
ALDINE ISD,EISENHOWER NINTH GRADE SCHOOL,,101902084,101902,101,04,HARRIS,S,09 - 09,N,,,L
ALDINE ISD,ERMEL ELEMENTARY,WZ,101902121,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,ESCAMILLA INTERMEDIATE,EMNZ,101902063,101902,101,04,HARRIS,M,05 - 06,N,,,R
ALDINE ISD,FRANCIS ELEMENTARY,MX,101902105,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,GOODMAN ELEMENTARY,Z,101902106,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,GRANTHAM ACADEMY,WS,101902048,101902,101,04,HARRIS,M,07 - 08,N,,,R
ALDINE ISD,GRAY ELEMENTARY,W,101902125,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,HALL ACADEMY,,101902007,101902,101,04,HARRIS,S,09 - 10,N,,,2
ALDINE ISD,HALL HIGH SCHOOL,,101902006,101902,101,04,HARRIS,S,09 - 12,N,,,1
ALDINE ISD,HAMBRICK MIDDLE,EWSX,101902043,101902,101,04,HARRIS,M,07 - 08,N,,,R
ALDINE ISD,HARRIS ACADEMY,EM,101902129,101902,101,04,HARRIS,E,KG - 04,N,,,E
ALDINE ISD,HILL INTERMEDIATE,EZ,101902069,101902,101,04,HARRIS,M,05 - 06,N,,,A
ALDINE ISD,HINOJOSA EC/PRE-K CENTER,,101902153,101902,101,04,HARRIS,E,EE - PK,N,,,X
ALDINE ISD,HOFFMAN MIDDLE,X,101902046,101902,101,04,HARRIS,M,07 - 08,N,,,A
ALDINE ISD,HOUSTON ACADEMY,AEMZ,101902062,101902,101,04,HARRIS,M,05 - 06,N,,,R
ALDINE ISD,JOHNSON ELEMENTARY,,101902116,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,KEEBLE EC/PRE-K CENTER,,101902151,101902,101,04,HARRIS,E,EE - PK,N,,,X
ALDINE ISD,LANE SCHOOL,,101902108,101902,101,04,HARRIS,B,EE - 12,N,,,X
ALDINE ISD,MACARTHUR HIGH SCHOOL,VS,101902003,101902,101,04,HARRIS,S,09 - 12,N,,,R
ALDINE ISD,MACARTHUR NINTH GRADE SCHOOL,AY,101902083,101902,101,04,HARRIS,S,09 - 09,N,,,A
ALDINE ISD,MAGRILL ELEMENTARY,,101902120,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,MENDEL ELEMENTARY,AEWM,101902109,101902,101,04,HARRIS,E,KG - 04,N,,,E
ALDINE ISD,NIMITZ HIGH SCHOOL,,101902005,101902,101,04,HARRIS,S,09 - 12,N,,,A
ALDINE ISD,NIMITZ NINTH GRADE SCHOOL,Y,101902085,101902,101,04,HARRIS,S,09 - 09,N,,,A
ALDINE ISD,ODOM ELEMENTARY,A,101902115,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,OLESON ELEMENTARY,AEWM,101902111,101902,101,04,HARRIS,E,KG - 04,N,,,E
ALDINE ISD,ORANGE GROVE ELEMENTARY,EM,101902112,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,PARKER INTERMEDIATE,EZ,101902065,101902,101,04,HARRIS,M,05 - 06,N,,,A
ALDINE ISD,PLUMMER MIDDLE SCHOOL,X,101902051,101902,101,04,HARRIS,M,07 - 08,N,,,R
ALDINE ISD,RAYMOND ACADEMY,EW,101902113,101902,101,04,HARRIS,E,KG - 04,N,,,E
ALDINE ISD,REECE ACADEMY,,101902104,101902,101,04,HARRIS,E,PK - KG,N,,,X
ALDINE ISD,REED ACADEMY,EMNZ,101902068,101902,101,04,HARRIS,M,05 - 06,N,,,R
ALDINE ISD,SAMMONS ELEMENTARY,MX,101902118,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,SHOTWELL MIDDLE,X,101902047,101902,101,04,HARRIS,M,07 - 08,N,,,A
ALDINE ISD,SMITH ACADEMY,Y,101902114,101902,101,04,HARRIS,E,KG - 04,N,,,A
ALDINE ISD,SPENCE EL,MX,101902132,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,STEHLIK INTERMEDIATE,EMZ,101902064,101902,101,04,HARRIS,M,05 - 06,N,,,R
ALDINE ISD,STEPHENS ELEMENTARY,EWM,101902119,101902,101,04,HARRIS,E,KG - 04,N,,,E
ALDINE ISD,STOVALL ACADEMY,,101902127,101902,101,04,HARRIS,E,KG - 04,N,,,R
ALDINE ISD,STOVALL MIDDLE,SX,101902044,101902,101,04,HARRIS,M,07 - 08,N,,,R
ALDINE ISD,TEAGUE MIDDLE,EX,101902045,101902,101,04,HARRIS,M,07 - 08,N,,,R
ALDINE ISD,THOMPSON ELEMENTARY,AEWMY,101902117,101902,101,04,HARRIS,E,KG - 04,N,,,E
ALDINE ISD,VINES EC/PRE-K CENTER,,101902154,101902,101,04,HARRIS,E,EE - PK,N,,,X
ALDINE ISD,WILSON INTERMEDIATE,EZ,101902067,101902,101,04,HARRIS,M,05 - 06,N,,,A
ALDINE ISD,WORSHAM ELEMENTARY,AEMY,101902110,101902,101,04,HARRIS,E,KG - 04,N,,,E
ALEDO ISD,ALEDO HIGH SCHOOL,PRUVS,184907001,184907,184,11,PARKER,S,09 - 12,N,,,A
ALEDO ISD,ALEDO LEARNING CENTER,,184907002,184907,184,11,PARKER,S,09 - 12,N,,,X
ALEDO ISD,ALEDO MIDDLE SCHOOL,EWMSX,184907041,184907,184,11,PARKER,M,07 - 08,N,,,A
ALEDO ISD,CODER ELEMENTARY,WM,184907102,184907,184,11,PARKER,E,EE - 05,N,,,R
ALEDO ISD,MCANALLY INTERMEDIATE,EMZ,184907110,184907,184,11,PARKER,M,06 - 06,N,,,E
ALEDO ISD,STUARD ELEMENTARY,EWMN,184907103,184907,184,11,PARKER,E,KG - 05,N,,,E
ALEDO ISD,VANDAGRIFF ELEMENTARY,EWMN,184907101,184907,184,11,PARKER,E,KG - 05,N,,,E
ALICE ISD,ADAMS MIDDLE,WX,125901043,125901,125,02,JIM WELLS,M,07 - 08,N,,,A
ALICE ISD,ALICE H S,,125901001,125901,125,02,JIM WELLS,S,09 - 12,N,,,L
ALICE ISD,DUBOSE INTERMEDIATE,,125901041,125901,125,02,JIM WELLS,M,05 - 06,N,,,A
ALICE ISD,GARCIA EL,E,125901102,125901,125,02,JIM WELLS,E,KG - 04,N,,,A
ALICE ISD,HILLCREST EL,M,125901101,125901,125,02,JIM WELLS,E,KG - 04,N,,,R
ALICE ISD,MEMORIAL INTERMEDIATE,,125901042,125901,125,02,JIM WELLS,M,05 - 06,N,,,A
ALICE ISD,NOONAN EL,EWM,125901104,125901,125,02,JIM WELLS,E,EE - 04,N,,,R
ALICE ISD,SAENZ EL,,125901105,125901,125,02,JIM WELLS,E,EE - 04,N,,,A
ALICE ISD,SALAZAR EL,WZ,125901106,125901,125,02,JIM WELLS,E,KG - 04,N,,,A
ALICE ISD,SCHALLERT EL,EW,125901107,125901,125,02,JIM WELLS,E,PK - 04,N,,,R
ALIEF ISD,ADMIN SERVICES,,101903199,101903,101,04,HARRIS,S,07 - 12,N,,,X
ALIEF ISD,ALBRIGHT MIDDLE,EWS,101903045,101903,101,04,HARRIS,M,07 - 08,N,,,R
ALIEF ISD,ALEXANDER EL,,101903114,101903,101,04,HARRIS,E,EE - 04,N,,,A
ALIEF ISD,ALIEF ISD J J A E P,,101903047,101903,101,04,HARRIS,B,05 - 11,N,,,X
ALIEF ISD,ALIEF MIDDLE,,101903041,101903,101,04,HARRIS,M,06 - 08,N,,,A
ALIEF ISD,BEST EL,Z,101903118,101903,101,04,HARRIS,E,EE - 04,N,,,A
ALIEF ISD,BOONE EL,E,101903102,101903,101,04,HARRIS,E,PK - 04,N,,,R
ALIEF ISD,BUDEWIG INTERMEDIATE,EZ,101903145,101903,101,04,HARRIS,M,05 - 06,N,,,A
ALIEF ISD,BUSH EL,EW,101903121,101903,101,04,HARRIS,E,PK - 04,N,,,A
ALIEF ISD,CHAMBERS EL,,101903104,101903,101,04,HARRIS,E,EE - 04,N,,,R
ALIEF ISD,CHANCELLOR EL,MZ,101903108,101903,101,04,HARRIS,E,EE - 05,N,,,R
ALIEF ISD,COLLINS ELEMENTARY,NZ,101903122,101903,101,04,HARRIS,E,PK - 05,N,,,R
ALIEF ISD,CUMMINGS EL,,101903112,101903,101,04,HARRIS,E,EE - 04,N,,,A
ALIEF ISD,ELSIK H S,,101903002,101903,101,04,HARRIS,S,09 - 12,N,,,A
ALIEF ISD,HASTINGS H S,,101903001,101903,101,04,HARRIS,S,09 - 12,N,,,A
ALIEF ISD,HEARNE EL,Z,101903115,101903,101,04,HARRIS,E,EE - 04,N,,,R
ALIEF ISD,HEFLIN EL,X,101903111,101903,101,04,HARRIS,E,EE - 04,N,,,A
ALIEF ISD,HICKS EL,,101903120,101903,101,04,HARRIS,E,PK - 04,N,,,R
ALIEF ISD,HOLUB MIDDLE,,101903044,101903,101,04,HARRIS,M,07 - 08,N,,,A
ALIEF ISD,HORN EL,X,101903123,101903,101,04,HARRIS,E,PK - 04,N,,,A
ALIEF ISD,KENNEDY EL,A,101903107,101903,101,04,HARRIS,E,EE - 04,N,,,R
ALIEF ISD,KERR H S,APRUVESY,101903006,101903,101,04,HARRIS,S,09 - 12,N,,,R
ALIEF ISD,KILLOUGH MIDDLE,S,101903043,101903,101,04,HARRIS,M,07 - 08,N,,,A
ALIEF ISD,KLENTZMAN INT,Y,101903141,101903,101,04,HARRIS,M,05 - 06,N,,,A
ALIEF ISD,LANDIS EL,,101903116,101903,101,04,HARRIS,E,PK - 04,N,,,A
ALIEF ISD,LIESTMAN EL,Y,101903109,101903,101,04,HARRIS,E,PK - 06,N,,,A
ALIEF ISD,MAHANAY EL,X,101903106,101903,101,04,HARRIS,E,EE - 04,N,,,R
ALIEF ISD,MARTIN EL,X,101903103,101903,101,04,HARRIS,E,EE - 04,N,,,A
ALIEF ISD,MATA INTERMEDIATE,EMY,101903143,101903,101,04,HARRIS,M,05 - 06,N,,,A
ALIEF ISD,MILLER INTERMEDIATE,AEZ,101903144,101903,101,04,HARRIS,M,05 - 07,N,,,A
ALIEF ISD,O'DONNELL MIDDLE,,101903046,101903,101,04,HARRIS,M,07 - 08,N,,,A
ALIEF ISD,OLLE MIDDLE,,101903042,101903,101,04,HARRIS,M,06 - 08,N,,,A
ALIEF ISD,OUTLEY EL,EMZ,101903119,101903,101,04,HARRIS,E,PK - 04,N,,,E
ALIEF ISD,OWENS INT,EY,101903140,101903,101,04,HARRIS,M,05 - 06,N,,,A
ALIEF ISD,PETROSKY EL,,101903110,101903,101,04,HARRIS,E,EE - 04,N,,,R
ALIEF ISD,REES EL,,101903113,101903,101,04,HARRIS,E,EE - 04,N,,,R
ALIEF ISD,SMITH EL,WY,101903105,101903,101,04,HARRIS,E,PK - 04,N,,,R
ALIEF ISD,SNEED EL,W,101903117,101903,101,04,HARRIS,E,EE - 04,N,,,R
ALIEF ISD,TAYLOR HIGH SCHOOL,,101903003,101903,101,04,HARRIS,S,09 - 12,N,,,A
ALIEF ISD,YOUENS EL,Y,101903101,101903,101,04,HARRIS,E,EE - 05,N,,,A
ALIEF ISD,YOUNGBLOOD INT,Y,101903142,101903,101,04,HARRIS,M,05 - 06,N,,,A
ALIEF MONTESSORI COMMUNITY SCHOOL,ALIEF MONTESSORI COMMUNITY SCHOOL,AEM,101815101,101815,101,04,HARRIS,E,PK - 03,Y,,,R
ALLEN ISD,ALLEN H S,APS,043901001,043901,043,10,COLLIN,S,09 - 12,N,,,A
ALLEN ISD,ALTON BOYD EL,EMY,043901102,043901,043,10,COLLIN,E,EE - 06,N,,,R
ALLEN ISD,ALVIS C STORY EL,AEWMNY,043901105,043901,043,10,COLLIN,E,EE - 06,N,,,E
ALLEN ISD,BOLIN ELEMENTARY SCHOOL,AEWMNY,043901110,043901,043,10,COLLIN,E,EE - 06,N,,,E
ALLEN ISD,CARLENA CHANDLER EL,EWMN,043901114,043901,043,10,COLLIN,E,EE - 06,N,,,R
ALLEN ISD,COLLIN CO J J A E P,,043901003,043901,043,10,COLLIN,S,08 - 12,N,,,X
ALLEN ISD,D L ROUNTREE EL,ENY,043901101,043901,043,10,COLLIN,E,EE - 06,N,,,R
ALLEN ISD,DR E T BOON EL,AEWMNY,043901113,043901,043,10,COLLIN,E,KG - 06,N,,,E
ALLEN ISD,ERECKSON MS,EWS,043901044,043901,043,10,COLLIN,M,07 - 08,N,,,R
ALLEN ISD,FLOSSIE FLOYD GREEN EL,AEWMNY,043901107,043901,043,10,COLLIN,E,KG - 06,N,,,E
ALLEN ISD,FRANCES E NORTON EL,AEWMNY,043901108,043901,043,10,COLLIN,E,EE - 06,N,,,E
ALLEN ISD,GENE M REED EL,EWMNY,043901104,043901,043,10,COLLIN,E,KG - 06,N,,,R
ALLEN ISD,GEORGE J ANDERSON EL,AEWMNZ,043901109,043901,043,10,COLLIN,E,EE - 06,N,,,E
ALLEN ISD,JAMES AND MARGIE MARION ELEMENTAR,AEWMNY,043901112,043901,043,10,COLLIN,E,KG - 06,N,,,R
ALLEN ISD,KERR ELEMENTARY SCHOOL,AEWMNY,043901111,043901,043,10,COLLIN,E,EE - 06,N,,,E
ALLEN ISD,LOWERY FRESHMAN CENTER,AEY,043901002,043901,043,10,COLLIN,S,09 - 09,N,,,A
ALLEN ISD,MAX O VAUGHAN EL,AEWMNY,043901106,043901,043,10,COLLIN,E,EE - 06,N,,,E
ALLEN ISD,W E PETE FORD MIDDLE,AEWS,043901042,043901,043,10,COLLIN,M,07 - 08,N,,,R
ALLEN ISD,WALTER & LOIS CURTIS MIDDLE,AEWS,043901043,043901,043,10,COLLIN,M,07 - 08,N,,,R
ALPHA CHARTER SCHOOL,ALPHA CHARTER SCHOOL,,057832001,057832,057,10,DALLAS,B,KG - 12,Y,,,L
ALPHONSO CRUTCH'S-LIFE SUPPORT CEN,ALPHONSO CRUTCH'S-LIFE SUPPORT CE,,101817001,101817,101,04,HARRIS,B,06 - 12,Y,,,2
ALPINE ISD,ALPINE EL,W,022901101,022901,022,18,BREWSTER,E,EE - 04,N,,,A
ALPINE ISD,ALPINE H S,RZ,022901001,022901,022,18,BREWSTER,S,09 - 12,N,,,A
ALPINE ISD,ALPINE MIDDLE,SY,022901041,022901,022,18,BREWSTER,M,05 - 08,N,,,R
ALTO ISD,ALTO EL,Z,037901101,037901,037,07,CHEROKEE,E,PK - 04,N,,,A
ALTO ISD,ALTO H S,AV,037901001,037901,037,07,CHEROKEE,S,09 - 12,N,,,A
ALTO ISD,ALTO MIDDLE,ANS,037901041,037901,037,07,CHEROKEE,M,05 - 08,N,,,A
ALVARADO ISD,ALVARADO EL-NORTH,X,126901102,126901,126,11,JOHNSON,E,EE - 04,N,,,R
ALVARADO ISD,ALVARADO EL-SOUTH,WX,126901101,126901,126,11,JOHNSON,E,PK - 04,N,,,R
ALVARADO ISD,ALVARADO H S,USY,126901001,126901,126,11,JOHNSON,S,08 - 12,N,,,A
ALVARADO ISD,ALVARADO INT,EY,126901104,126901,126,11,JOHNSON,M,05 - 08,N,,,A
ALVARADO ISD,ALVARADO J H,,126901041,126901,126,11,JOHNSON,M,07 - 08,N,,,A
ALVARADO ISD,JUVENILE JUSTICE ALTERNATIVE,,126901003,126901,126,11,JOHNSON,S,09 - 11,N,,,X
ALVARADO ISD,LILLIAN EL,W,126901103,126901,126,11,JOHNSON,E,PK - 04,N,,,R
ALVIN ISD,ALVIN ELEMENTARY,EWMNY,020901101,020901,020,04,BRAZORIA,E,04 - 06,N,,,R
ALVIN ISD,ALVIN HIGH SCHOOL,V,020901001,020901,020,04,BRAZORIA,S,09 - 12,N,,,A
ALVIN ISD,ALVIN J H,,020901041,020901,020,04,BRAZORIA,M,07 - 08,N,,,R
ALVIN ISD,ALVIN PRI,EM,020901102,020901,020,04,BRAZORIA,E,EE - 03,N,,,R
ALVIN ISD,ALVIN REACH SCHOOL,,020901200,020901,020,04,BRAZORIA,B,01 - 12,N,,,X
ALVIN ISD,ASSETS,,020901005,020901,020,04,BRAZORIA,S,07 - 12,N,,,1
ALVIN ISD,BRAZORIA CO J J A E P,,020901004,020901,020,04,BRAZORIA,B,06 - 12,N,,,X
ALVIN ISD,DON JETER ELEMENTARY,MNZ,020901110,020901,020,04,BRAZORIA,E,EE - 06,N,,,R
ALVIN ISD,E C MASON ELEMENTARY,EWMNY,020901105,020901,020,04,BRAZORIA,E,PK - 06,N,,,R
ALVIN ISD,G W HARBY J H,E,020901043,020901,020,04,BRAZORIA,M,06 - 08,N,,,R
ALVIN ISD,HOOD-CASE ELEMENTARY,WMY,020901109,020901,020,04,BRAZORIA,E,EE - 06,N,,,A
ALVIN ISD,LONGFELLOW ELEMENTARY,M,020901104,020901,020,04,BRAZORIA,E,04 - 06,N,,,A
ALVIN ISD,MANVEL HS,S,020901002,020901,020,04,BRAZORIA,S,09 - 10,N,,,A
ALVIN ISD,MANVEL J H,EWX,020901042,020901,020,04,BRAZORIA,M,07 - 08,N,,,R
ALVIN ISD,MARK TWAIN PRIMARY,M,020901103,020901,020,04,BRAZORIA,E,EE - 03,N,,,R
