"ACADEMY ISD","ACADEMY J H","014901041","014901","014","12","BELL","M","05 - 08","R"," ","NQ","N"," "," "
"ACADEMY OF ACCELERATED LEARNING I","ACADEMY OF ACCELERATED LEARNING HI","101810001","101810","101","04","HARRIS","S","09 - 12","L"," ","NE","Y"," "," "
"ACADEMY OF BEAUMONT","ACADEMY OF BEAUMONT","123801101","123801","123","05","JEFFERSON","E","KG - 07","L"," ","NE","Y"," "," "
"ACADEMY OF CAREERS AND TECHNOLOGIE","ACADEMY OF CAREERS AND TECHNOLOGIE","015816001","015816","015","20","BEXAR","S","09 - 09","H"," "," ","Y"," "," "
"ACADEMY OF DALLAS","ACADEMY OF DALLAS","057810101","057810","057","10","DALLAS","E","KG - 07","A"," ","NQ","Y"," "," "
"ACADEMY OF HOUSTON","ACADEMY OF HOUSTON","101808101","101808","101","04","HARRIS","E","EE - 07","L"," ","NE","Y"," "," "
"ACADEMY OF SAN ANTONIO","ACADEMY OF SAN ANTONIO","015809101","015809","015","20","BEXAR","E","KG - 07","A"," ","NQ","Y"," "," "
"ACADEMY OF SKILLS & KNOWLEDGE","ACADEMY OF SKILLS & KNOWLEDGE","212801101","212801","212","07","SMITH","E","02 - 08","1"," "," ","Y"," "," "
"ACADEMY OF TRANSITIONAL STUDIES","ACADEMY OF TRANSITIONAL STUDIES","178801001","178801","178","02","NUECES","B","06 - 12","1"," "," ","Y"," "," "
"ACADEMY OF TRANSITIONAL STUDIES","G C C L R EMERGENCY SHELTER/ASSESS","178801101","178801","178","02","NUECES","B","01 - 10","X"," "," ","Y"," "," "
"ADRIAN ISD","ADRIAN SCHOOL","180903001","180903","180","16","OLDHAM","B","PK - 12","E","TR","NQ","N"," "," "
"AGUA DULCE ISD","AGUA DULCE ELEMENTARY SCHOOL","178901101","178901","178","02","NUECES","E","PK - 06","R"," ","NQ","N"," "," "
"AGUA DULCE ISD","AGUA DULCE H S","178901001","178901","178","02","NUECES","S","07 - 12","R","R","NQ","N"," "," "
"ALAMO HEIGHTS ISD","ALAMO HEIGHTS H S","015901001","015901","015","20","BEXAR","S","09 - 12","R"," ","M","N"," "," "
"ALAMO HEIGHTS ISD","ALAMO HEIGHTS J H","015901041","015901","015","20","BEXAR","M","06 - 08","A"," ","NQ","N"," "," "
"ALAMO HEIGHTS ISD","BEXAR CO J J A E P","015901002","015901","015","20","BEXAR","S","09 - 10","X"," "," ","N"," "," "
"ALAMO HEIGHTS ISD","CAMBRIDGE EL","015901101","015901","015","20","BEXAR","E","01 - 05","R"," ","M","N"," "," "
"ALAMO HEIGHTS ISD","HOWARD EL","015901102","015901","015","20","BEXAR","E","EE - KG","N"," "," ","N"," "," "
"ALAMO HEIGHTS ISD","WOODRIDGE EL","015901104","015901","015","20","BEXAR","E","01 - 05","R"," ","NQ","N"," "," "
"ALBA-GOLDEN ISD","ALBA-GOLDEN EL","250906101","250906","250","07","WOOD","E","EE - 06","R"," ","R","N"," "," "
"ALBA-GOLDEN ISD","ALBA-GOLDEN H S","250906001","250906","250","07","WOOD","S","07 - 12","E","A","R","N"," "," "
"ALBA-GOLDEN ISD","ALTER SCHOOL","250906002","250906","250","07","WOOD","S","09 - 12","2"," "," ","N"," "," "
"ALBANY ISD","ALBANY JR-SR H S","209901001","209901","209","14","SHACKELFORD","S","07 - 12","A","TA","NQ","N"," "," "
"ALBANY ISD","NANCY SMITH EL","209901101","209901","209","14","SHACKELFORD","E","EE - 06","E"," ","NQ","N"," "," "
"ALDINE ISD","ALDINE H S","101902001","101902","101","04","HARRIS","S","09 - 12","R"," ","R","N"," "," "
"ALDINE ISD","ALDINE J J A E P","101902099","101902","101","04","HARRIS","B","05 - 11","X"," "," ","N"," "," "
"ALDINE ISD","ALDINE MIDDLE","101902041","101902","101","04","HARRIS","M","07 - 08","A"," ","NQ","N"," "," "
"ALDINE ISD","ALDINE NINTH GRADE SCHOOL","101902081","101902","101","04","HARRIS","S","09 - 09","R"," ","R","N","101902001","ALDINE H S"
"ALDINE ISD","ANDERSON ACAD","101902101","101902","101","04","HARRIS","E","01 - 03","E"," ","NQ","N","101902102","BETHUNE ACAD"
"ALDINE ISD","BETHUNE ACAD","101902102","101902","101","04","HARRIS","E","04 - 05","R"," ","NQ","N"," "," "
"ALDINE ISD","BLACK EL","101902126","101902","101","04","HARRIS","E","EE - 04","R"," ","NQ","N"," "," "
"ALDINE ISD","CALVERT EL","101902128","101902","101","04","HARRIS","E","EE - 04","A"," ","NQ","N"," "," "
"ALDINE ISD","CARAWAY INT","101902066","101902","101","04","HARRIS","M","05 - 06","R"," ","NQ","N"," "," "
"ALDINE ISD","CARMICHAEL EL","101902122","101902","101","04","HARRIS","E","EE - 04","A"," ","R","N"," "," "
"ALDINE ISD","CARROLL ACADEMY","101902103","101902","101","04","HARRIS","E","KG - 04","A"," ","NQ","N"," "," "
"ALDINE ISD","CARTER ELEMENTARY","101902107","101902","101","04","HARRIS","E","KG - 04","R"," ","R","N"," "," "
"ALDINE ISD","CARVER H S  FOR APPLIED TECH ENGI","101902002","101902","101","04","HARRIS","S","09 - 12","A","RA","NQ","N"," "," "
"ALDINE ISD","CHESTER W NIMITZ H S","101902005","101902","101","04","HARRIS","S","09 - 12","R"," ","NQ","N"," "," "
"ALDINE ISD","CONLEY EL","101902123","101902","101","04","HARRIS","E","KG - 04","R"," ","R","N"," "," "
"ALDINE ISD","DE SANTIAGO EC/PRE-K CENTER","101902155","101902","101","04","HARRIS","E","EE - PK","N"," "," ","N"," "," "
"ALDINE ISD","DREW ACAD","101902042","101902","101","04","HARRIS","M","06 - 08","A"," ","NQ","N"," "," "
"ALDINE ISD","DUNN EL","101902124","101902","101","04","HARRIS","E","KG - 04","R"," ","R","N"," "," "
"ALDINE ISD","ECKERT INT","101902061","101902","101","04","HARRIS","M","05 - 06","R"," ","RM","N"," "," "
"ALDINE ISD","EISENHOWER H S","101902004","101902","101","04","HARRIS","S","09 - 12","R"," ","NQ","N"," "," "
"ALDINE ISD","EISENHOWER NINTH GRADE SCHOOL","101902084","101902","101","04","HARRIS","S","09 - 09","R"," ","NQ","N","101902004","EISENHOWER H S"
"ALDINE ISD","ERMEL EL","101902121","101902","101","04","HARRIS","E","KG - 04","A"," ","R","N"," "," "
"ALDINE ISD","ESCAMILLA INT","101902063","101902","101","04","HARRIS","M","05 - 06","R"," ","M","N"," "," "
"ALDINE ISD","EVELYN S THOMPSON EL","101902117","101902","101","04","HARRIS","E","EE - 04","R"," ","R","N"," "," "
"ALDINE ISD","FRANCIS EL","101902105","101902","101","04","HARRIS","E","KG - 04","R"," ","NQ","N"," "," "
"ALDINE ISD","FRANCIS HEAD START","101902302","101902","101","04","HARRIS","E","PK - PK","N"," "," ","N"," "," "
"ALDINE ISD","GRAY EL","101902125","101902","101","04","HARRIS","E","KG - 04","R"," ","NQ","N"," "," "
"ALDINE ISD","HALL HEAD START","101902301","101902","101","04","HARRIS","E","PK - PK","N"," "," ","N"," "," "
"ALDINE ISD","HAMBRICK MIDDLE","101902043","101902","101","04","HARRIS","M","07 - 08","E"," ","RM","N"," "," "
"ALDINE ISD","HARRIS ACADEMY","101902129","101902","101","04","HARRIS","E","KG - 04","A"," ","NQ","N"," "," "
"ALDINE ISD","HINOJOSA EC/PRE-K CENTER","101902153","101902","101","04","HARRIS","E","EE - PK","N"," "," ","N"," "," "
"ALDINE ISD","HOFFMAN MIDDLE","101902046","101902","101","04","HARRIS","M","07 - 08","R"," ","R","N"," "," "
"ALDINE ISD","J RUTH SMITH ACADEMY","101902114","101902","101","04","HARRIS","E","KG - 04","A"," ","NQ","N"," "," "
"ALDINE ISD","JOHNSON EL","101902116","101902","101","04","HARRIS","E","KG - 04","R"," ","NQ","N"," "," "
"ALDINE ISD","KEEBLE EC/PRE-K CENTER","101902151","101902","101","04","HARRIS","E","EE - PK","N"," "," ","N"," "," "
"ALDINE ISD","LANE SCH","101902108","101902","101","04","HARRIS","B","EE - 12","X"," "," ","N"," "," "
"ALDINE ISD","LAUDER RD HEAD START","101902303","101902","101","04","HARRIS","E","PK - PK","N"," "," ","N"," "," "
"ALDINE ISD","MACARTHUR H S","101902003","101902","101","04","HARRIS","S","09 - 12","R","R","M","N"," "," "
"ALDINE ISD","MACARTHUR NINTH GRADE SCHOOL","101902083","101902","101","04","HARRIS","S","09 - 09","R"," ","M","N","101902003","MACARTHUR H S"
"ALDINE ISD","MAGRILL EL","101902120","101902","101","04","HARRIS","E","EE - 04","R"," ","R","N"," "," "
"ALDINE ISD","MENDEL EL","101902109","101902","101","04","HARRIS","E","KG - 04","E"," ","NQ","N"," "," "
"ALDINE ISD","NIMITZ NINTH GRADE SCHOOL","101902085","101902","101","04","HARRIS","S","09 - 09","R"," ","NQ","N","101902005","CHESTER W NIMITZ H S"
"ALDINE ISD","OLESON EL","101902111","101902","101","04","HARRIS","E","KG - 04","E","A","R","N"," "," "
"ALDINE ISD","ORANGE GROVE EL","101902112","101902","101","04","HARRIS","E","EE - 04","A"," ","NQ","N"," "," "
"ALDINE ISD","PARKER INT","101902065","101902","101","04","HARRIS","M","05 - 06","R"," ","M","N"," "," "
"ALDINE ISD","RALPH  G GOODMAN","101902106","101902","101","04","HARRIS","E","EE - 04","R"," ","R","N"," "," "
"ALDINE ISD","RAYMOND ACADEMY","101902113","101902","101","04","HARRIS","E","KG - 04","R"," ","R","N"," "," "
"ALDINE ISD","REECE ACADEMY","101902104","101902","101","04","HARRIS","E","PK - KG","N"," "," ","N"," "," "
"ALDINE ISD","RUBY REED ACADEMY","101902068","101902","101","04","HARRIS","M","05 - 06","E"," ","RM","N"," "," "
"ALDINE ISD","SAMMONS EL","101902118","101902","101","04","HARRIS","E","KG - 04","R"," ","NQ","N"," "," "
"ALDINE ISD","SHOTWELL MIDDLE","101902047","101902","101","04","HARRIS","M","07 - 08","A"," ","R","N"," "," "
"ALDINE ISD","SMITH HEAD START","101902304","101902","101","04","HARRIS","E","PK - PK","N"," "," ","N"," "," "
"ALDINE ISD","STEHLIK INT","101902064","101902","101","04","HARRIS","M","05 - 06","R"," ","M","N"," "," "
"ALDINE ISD","STEPHENS EL","101902119","101902","101","04","HARRIS","E","KG - 04","E"," ","R","N"," "," "
"ALDINE ISD","STOVALL ACADEMY","101902127","101902","101","04","HARRIS","E","KG - 04","R"," ","NQ","N"," "," "
"ALDINE ISD","STOVALL MIDDLE","101902044","101902","101","04","HARRIS","M","07 - 08","E"," ","R","N"," "," "
"ALDINE ISD","T S GRANTHAM MIDDLE","101902048","101902","101","04","HARRIS","M","07 - 08","R"," ","RM","N"," "," "
"ALDINE ISD","TEAGUE MIDDLE","101902045","101902","101","04","HARRIS","M","07 - 08","E"," ","RM","N"," "," "
"ALDINE ISD","VINES EC/PRE-K CENTER","101902154","101902","101","04","HARRIS","E","EE - PK","N"," "," ","N"," "," "
"ALDINE ISD","W T HALL SCHOOL","101902006","101902","101","04","HARRIS","S","09 - 12","1"," "," ","N"," "," "
"ALDINE ISD","WEAVER A ODOM ELEMENTARY","101902115","101902","101","04","HARRIS","E","KG - 04","R"," ","NQ","N"," "," "
"ALDINE ISD","WILSON INT","101902067","101902","101","04","HARRIS","M","05 - 06","R","A","M","N"," "," "
"ALDINE ISD","WORSHAM EL","101902110","101902","101","04","HARRIS","E","KG - 04","E"," ","RM","N"," "," "
"ALEDO ISD","ALEDO H S","184907001","184907","184","11","PARKER","S","09 - 12","E","RA","R","N"," "," "
"ALEDO ISD","ALEDO LEARNING CENTER","184907002","184907","184","11","PARKER","S","09 - 12","X"," "," ","N"," "," "
"ALEDO ISD","ALEDO MIDDLE","184907041","184907","184","11","PARKER","M","06 - 08","E","A","NQ","N"," "," "
"ALEDO ISD","CODER ELEMENTARY","184907102","184907","184","11","PARKER","E","EE - 04","E"," ","RM","N"," "," "
"ALEDO ISD","VANDAGRIFF ELEMENTARY","184907101","184907","184","11","PARKER","E","KG - 05","R"," ","R","N"," "," "
"ALEDO ISD","WILLARD STUARD ELEMENTARY","184907103","184907","184","11","PARKER","E","KG - 04","E"," ","M","N"," "," "
"ALICE ISD","ADAMS MIDDLE","125901043","125901","125","02","JIM WELLS","M","07 - 08","R"," ","NQ","N"," "," "
"ALICE ISD","ALICE H S","125901001","125901","125","02","JIM WELLS","S","09 - 12","A","R","NQ","N"," "," "
"ALICE ISD","DUBOSE INTERMEDIATE","125901041","125901","125","02","JIM WELLS","M","05 - 06","A"," ","NQ","N"," "," "
"ALICE ISD","GARCIA EL","125901102","125901","125","02","JIM WELLS","E","KG - 04","E"," ","NQ","N"," "," "
"ALICE ISD","HILLCREST EL","125901101","125901","125","02","JIM WELLS","E","KG - 04","A"," ","RM","N"," "," "
"ALICE ISD","MEMORIAL INTERMEDIATE","125901042","125901","125","02","JIM WELLS","M","05 - 06","R"," ","NQ","N"," "," "
"ALICE ISD","NAYER EL","125901103","125901","125","02","JIM WELLS","E","EE - 04","R"," ","NQ","N"," "," "
"ALICE ISD","NOONAN EL","125901104","125901","125","02","JIM WELLS","E","KG - 04","R"," ","R","N"," "," "
"ALICE ISD","SAENZ EL","125901105","125901","125","02","JIM WELLS","E","KG - 04","R"," ","NQ","N"," "," "
"ALICE ISD","SALAZAR EL","125901106","125901","125","02","JIM WELLS","E","KG - 04","A"," ","NQ","N"," "," "
"ALICE ISD","SCHALLERT EL","125901107","125901","125","02","JIM WELLS","E","KG - 04","R"," ","R","N"," "," "
"ALIEF ISD","A J MARTIN EL","101903103","101903","101","04","HARRIS","E","EE - 04","A"," ","R","N"," "," "
"ALIEF ISD","ADMIN SERVICES","101903199","101903","101","04","HARRIS","S","10 - 11","X"," "," ","N"," "," "
"ALIEF ISD","ALBRIGHT MIDDLE","101903045","101903","101","04","HARRIS","M","07 - 08","A","A","NQ","N"," "," "
"ALIEF ISD","ALIEF ISD J J A E P","101903047","101903","101","04","HARRIS","B","05 - 11","X"," "," ","N"," "," "
"ALIEF ISD","ALIEF MIDDLE","101903041","101903","101","04","HARRIS","M","06 - 08","A"," ","NQ","N"," "," "
"ALIEF ISD","AUDREY JUDY BUSH EL","101903121","101903","101","04","HARRIS","E","PK - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","BEST EL","101903118","101903","101","04","HARRIS","E","EE - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","BOONE EL","101903102","101903","101","04","HARRIS","E","PK - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","CHANCELLOR EL","101903108","101903","101","04","HARRIS","E","EE - 05","A"," ","R","N"," "," "
"ALIEF ISD","CUMMINGS EL","101903112","101903","101","04","HARRIS","E","EE - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","DEBORAH ALEXANDER EL","101903114","101903","101","04","HARRIS","E","PK - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","DON P KILLOUGH MIDDLE","101903043","101903","101","04","HARRIS","M","06 - 09","A"," ","R","N"," "," "
"ALIEF ISD","DOUGLAS SMITH EL","101903105","101903","101","04","HARRIS","E","PK - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","E A OLLE MIDDLE","101903042","101903","101","04","HARRIS","M","07 - 08","A"," ","NQ","N"," "," "
"ALIEF ISD","ELSIK H S","101903002","101903","101","04","HARRIS","S","09 - 12","A","R","NQ","N"," "," "
"ALIEF ISD","FLEM REES EL","101903113","101903","101","04","HARRIS","E","PK - 04","R"," ","NQ","N"," "," "
"ALIEF ISD","HASTINGS H S","101903001","101903","101","04","HARRIS","S","08 - 12","A","R","NQ","N"," "," "
"ALIEF ISD","HEARNE EL","101903115","101903","101","04","HARRIS","E","EE - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","HEFLIN EL","101903111","101903","101","04","HARRIS","E","PK - 05","A"," ","NQ","N"," "," "
"ALIEF ISD","HELEN DE LOS SANTOS MATA INTERMEDI","101903143","101903","101","04","HARRIS","M","05 - 06","R","A","M","N"," "," "
"ALIEF ISD","HICKS EL","101903120","101903","101","04","HARRIS","E","EE - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","JAMES HOLUB MIDDLE","101903044","101903","101","04","HARRIS","M","07 - 08","A","A","NQ","N"," "," "
"ALIEF ISD","KERR H S","101903006","101903","101","04","HARRIS","S","09 - 12","R","RA","R","N"," "," "
"ALIEF ISD","KLENTZMAN INT","101903141","101903","101","04","HARRIS","M","05 - 06","A"," ","NQ","N"," "," "
"ALIEF ISD","LIESTMAN EL","101903109","101903","101","04","HARRIS","E","PK - 04","R"," ","R","N"," "," "
"ALIEF ISD","MARGARET COLLINS ELEMENTARY","101903122","101903","101","04","HARRIS","E","PK - 05","A"," ","NQ","N"," "," "
"ALIEF ISD","MICHAEL KENNEDY EL","101903107","101903","101","04","HARRIS","E","EE - 04","R","A","R","N"," "," "
"ALIEF ISD","MILDRED V LANDIS EL","101903116","101903","101","04","HARRIS","E","PK - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","MILLER INTERMEDIATE","101903144","101903","101","04","HARRIS","M","05 - 06","R"," ","M","N"," "," "
"ALIEF ISD","O'DONNELL MIDDLE","101903046","101903","101","04","HARRIS","B","06 - 10","A"," ","NQ","N"," "," "
"ALIEF ISD","OUTLEY EL","101903119","101903","101","04","HARRIS","E","EE - 05","R"," ","M","N"," "," "
"ALIEF ISD","OWENS INT","101903140","101903","101","04","HARRIS","M","05 - 06","A"," ","NQ","N"," "," "
"ALIEF ISD","PETROSKY EL","101903110","101903","101","04","HARRIS","E","PK - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","SNEED EL","101903117","101903","101","04","HARRIS","E","PK - 05","A"," ","NQ","N"," "," "
"ALIEF ISD","V G CHAMBERS EL","101903104","101903","101","04","HARRIS","E","PK - 04","A"," ","NQ","N"," "," "
"ALIEF ISD","VIOLA MAHANAY EL","101903106","101903","101","04","HARRIS","E","EE - 05","A"," ","NQ","N"," "," "
"ALIEF ISD","YOUENS EL","101903101","101903","101","04","HARRIS","E","EE - 05","A"," ","NQ","N"," "," "
"ALIEF ISD","YOUNGBLOOD INT","101903142","101903","101","04","HARRIS","M","05 - 06","A","A","NQ","N"," "," "
"ALIEF MONTESSORI COMMUNITY SCHOOL","ALIEF MONTESSORI COMMUNITY SCHOOL","101815101","101815","101","04","HARRIS","E","PK - 06","R","A","NQ","Y"," "," "
"ALLEN ISD","ALLEN H S","043901001","043901","043","10","COLLIN","S","09 - 12","E","R","R","N"," "," "
"ALLEN ISD","ALTON BOYD EL","043901102","043901","043","10","COLLIN","E","KG - 06","E","A","NQ","N"," "," "
"ALLEN ISD","ALVIS C STORY EL","043901105","043901","043","10","COLLIN","E","EE - 06","E","A","NQ","N"," "," "
"ALLEN ISD","BOLIN ELEMENTARY SCHOOL","043901110","043901","043","10","COLLIN","E","KG - 06","E"," ","NQ","N"," "," "
"ALLEN ISD","COLLIN CO J J A E P","043901003","043901","043","10","COLLIN","S","09 - 10","X"," "," ","N"," "," "
"ALLEN ISD","D L ROUNTREE EL","043901101","043901","043","10","COLLIN","E","EE - 06","R"," ","NQ","N"," "," "
"ALLEN ISD","FLOSSIE FLOYD GREEN EL","043901107","043901","043","10","COLLIN","E","KG - 06","E","A","M","N"," "," "
"ALLEN ISD","FRANCES E NORTON EL","043901108","043901","043","10","COLLIN","E","EE - 06","E","A","NQ","N"," "," "
"ALLEN ISD","GENE M REED EL","043901104","043901","043","10","COLLIN","E","KG - 06","E","A","NQ","N"," "," "
"ALLEN ISD","GEORGE J ANDERSON EL","043901109","043901","043","10","COLLIN","E","KG - 06","E","A","NQ","N"," "," "
"ALLEN ISD","KERR ELEMENTARY SCHOOL","043901111","043901","043","10","COLLIN","E","KG - 06","E"," ","M","N"," "," "
"ALLEN ISD","LOWERY FRESHMAN CENTER","043901002","043901","043","10","COLLIN","S","09 - 09","E","A","NQ","N","043901001","ALLEN H S"
"ALLEN ISD","MAX O VAUGHAN EL","043901106","043901","043","10","COLLIN","E","KG - 06","E","A","NQ","N"," "," "
"ALLEN ISD","W E PETE FORD MIDDLE","043901042","043901","043","10","COLLIN","M","07 - 08","R","A","NQ","N"," "," "
"ALLEN ISD","WALTER & LOIS CURTIS MIDDLE","043901043","043901","043","10","COLLIN","M","07 - 08","E","A","NQ","N"," "," "
"ALLISON ISD","ALLISON SCHOOL","242904001","242904","242","16","WHEELER","B","PK - 12","E","TRA","NQ","N"," "," "
"ALPHONSO CRUTCH'S-LIFE SUPPORT CEN","ALPHONSO CRUTCH'S-LIFE SUPPORT CEN","101817001","101817","101","04","HARRIS","B","06 - 12","L"," ","NE","Y"," "," "
"ALPINE ISD","ALPINE EL","022901101","022901","022","18","BREWSTER","E","KG - 04","R"," ","R","N"," "," "
"ALPINE ISD","ALPINE H S","022901001","022901","022","18","BREWSTER","S","09 - 12","E","A","R","N"," "," "
"ALPINE ISD","ALPINE MIDDLE","022901041","022901","022","18","BREWSTER","M","05 - 08","R"," ","NQ","N"," "," "
"ALPINE ISD","PETE GALLEGO SR CENTER","022901102","022901","022","18","BREWSTER","E","EE - PK","N"," "," ","N"," "," "
"ALTO ISD","ALTO EL","037901101","037901","037","07","CHEROKEE","E","PK - 04","A"," ","NQ","N"," "," "
"ALTO ISD","ALTO H S","037901001","037901","037","07","CHEROKEE","S","09 - 12","R"," ","NQ","N"," "," "
"ALTO ISD","ALTO MIDDLE","037901041","037901","037","07","CHEROKEE","M","05 - 08","A","A","NQ","N"," "," "
"ALVARADO ISD","ALVARADO EL-NORTH","126901102","126901","126","11","JOHNSON","E","EE - 04","A"," ","NQ","N"," "," "
"ALVARADO ISD","ALVARADO EL-SOUTH","126901101","126901","126","11","JOHNSON","E","PK - 04","E"," ","NQ","N"," "," "
"ALVARADO ISD","ALVARADO H S","126901001","126901","126","11","JOHNSON","S","07 - 12","R"," ","R","N"," "," "
"ALVARADO ISD","ALVARADO INT","126901104","126901","126","11","JOHNSON","M","05 - 06","R"," ","M","N"," "," "
"ALVARADO ISD","ALVARADO J H","126901041","126901","126","11","JOHNSON","M","07 - 08","A"," ","NQ","N"," "," "
