"HARTS BLUFF ISD","HARTS BLUFF EL","NSY","225907101","225907","225","08","TITUS","E","KG - 08","N"," "," ","R"
"HASKELL CISD","HASKELL EL","EWMN","104901101","104901","104","14","HASKELL","E","EE - 06","N"," "," ","R"
"HASKELL CISD","HASKELL H S","ARW","104901001","104901","104","14","HASKELL","S","07 - 12","N"," "," ","A"
"HAWKINS ISD","HAWKINS EL","W","250902101","250902","250","07","WOOD","E","EE - 05","N"," "," ","A"
"HAWKINS ISD","HAWKINS H S","T","250902001","250902","250","07","WOOD","S","09 - 12","N"," "," ","A"
"HAWKINS ISD","HAWKINS MIDDLE","EZ","250902041","250902","250","07","WOOD","M","06 - 08","N"," "," ","R"
"HAWKINS ISD","LAKE COUNTRY LEARNING CTR"," ","250902002","250902","250","07","WOOD","S","07 - 12","N"," "," ","1"
"HAWLEY ISD","HAWLEY EL"," ","127904101","127904","127","14","JONES","E","EE - 05","N"," "," ","A"
"HAWLEY ISD","HAWLEY H S","RSX","127904001","127904","127","14","JONES","S","09 - 12","N"," "," ","A"
"HAWLEY ISD","HAWLEY MIDDLE","EY","127904041","127904","127","14","JONES","M","06 - 08","N"," "," ","A"
"HAYS CISD","ACADEMY AT HAYS"," ","105906004","105906","105","13","HAYS","S","08 - 12","N"," "," ","1"
"HAYS CISD","ALTER IMPACT CTR"," ","105906002","105906","105","13","HAYS","B","06 - 12","N"," "," ","X"
"HAYS CISD","BUDA EL","WN","105906106","105906","105","13","HAYS","E","EE - 05","N"," "," ","R"
"HAYS CISD","DAHLSTROM MIDDLE SCHOOL","W","105906043","105906","105","13","HAYS","M","06 - 08","N"," "," ","A"
"HAYS CISD","ELM GROVE EL","AEWMN","105906107","105906","105","13","HAYS","E","KG - 05","N"," "," ","R"
"HAYS CISD","GREEN EL"," ","105906103","105906","105","13","HAYS","E","PK - 05","N"," "," ","A"
"HAYS CISD","HAYS CO JUVENILE JUSTICE ALT ED P"," ","105906003","105906","105","13","HAYS","S","07 - 11","N"," "," ","X"
"HAYS CISD","HEMPHILL EL"," ","105906109","105906","105","13","HAYS","E","EE - 05","N"," "," ","A"
"HAYS CISD","JACK C HAYS H S","X","105906001","105906","105","13","HAYS","S","09 - 12","N"," "," ","A"
"HAYS CISD","KYLE EL","EWX","105906101","105906","105","13","HAYS","E","EE - 05","N"," "," ","A"
"HAYS CISD","LEHMAN HIGH SCHOOL"," ","105906005","105906","105","13","HAYS","S","08 - 10","N"," "," ","A"
"HAYS CISD","R C BARTON MIDDLE SCHOOL","EY","105906041","105906","105","13","HAYS","M","06 - 08","N"," "," ","A"
"HAYS CISD","ROSALIO TOBIAS INTERNATIONAL SCHO","NY","105906110","105906","105","13","HAYS","E","PK - 05","N"," "," ","A"
"HAYS CISD","SUSIE FUENTES EL"," ","105906108","105906","105","13","HAYS","E","EE - 05","N"," "," ","A"
"HAYS CISD","WALLACE MIDDLE SCHOOL"," ","105906044","105906","105","13","HAYS","M","06 - 07","N"," "," ","A"
"HEARNE ISD","BLACKSHEAR EL"," ","198905103","198905","198","06","ROBERTSON","E","03 - 06","N"," "," ","A"
"HEARNE ISD","EAST SIDE EL"," ","198905102","198905","198","06","ROBERTSON","E","PK - 02","N","198905103","BLACKSHEAR EL","A"
"HEARNE ISD","HEARNE H S","X","198905002","198905","198","06","ROBERTSON","S","09 - 12","N"," "," ","A"
"HEARNE ISD","HEARNE J H","Y","198905042","198905","198","06","ROBERTSON","M","07 - 08","N"," "," ","A"
"HEDLEY ISD","HEDLEY SCHOOL","ATREW","065902001","065902","065","16","DONLEY","B","EE - 12","N"," "," ","R"
"HEMPHILL ISD","HEMPHILL EL","X","202903101","202903","202","07","SABINE","E","PK - 04","N"," "," ","R"
"HEMPHILL ISD","HEMPHILL H S","AS","202903001","202903","202","07","SABINE","S","09 - 12","N"," "," ","A"
"HEMPHILL ISD","HEMPHILL MIDDLE","AEW","202903041","202903","202","07","SABINE","M","05 - 08","N"," "," ","A"
"HEMPSTEAD ISD","HEMPSTEAD EARLY CHILDHOOD"," ","237902102","237902","237","04","WALLER","E","EE - 02","N","237902101","HEMPSTEAD EL","A"
"HEMPSTEAD ISD","HEMPSTEAD EL","W","237902101","237902","237","04","WALLER","E","03 - 05","N"," "," ","A"
"HEMPSTEAD ISD","HEMPSTEAD H S"," ","237902001","237902","237","04","WALLER","S","09 - 12","N"," "," ","L"
"HEMPSTEAD ISD","HEMPSTEAD MIDDLE"," ","237902041","237902","237","04","WALLER","M","06 - 08","N"," "," ","L"
"HENDERSON ISD","CENTRAL EL"," ","201902103","201902","201","07","RUSK","E","01 - 01","N","201902105","CHAMBERLAIN EL","A"
"HENDERSON ISD","CHAMBERLAIN EL"," ","201902105","201902","201","07","RUSK","E","03 - 03","N"," "," ","A"
"HENDERSON ISD","HENDERSON H S","Z","201902001","201902","201","07","RUSK","S","09 - 12","N"," "," ","A"
"HENDERSON ISD","HENDERSON KIND"," ","201902107","201902","201","07","RUSK","E","EE - KG","N"," "," ","X"
"HENDERSON ISD","HENDERSON MIDDLE","Y","201902041","201902","201","07","RUSK","M","06 - 08","N"," "," ","A"
"HENDERSON ISD","MONTGOMERY EL"," ","201902104","201902","201","07","RUSK","E","02 - 02","N","201902105","CHAMBERLAIN EL","A"
"HENDERSON ISD","NORTHSIDE EL","W","201902108","201902","201","07","RUSK","E","04 - 05","N"," "," ","A"
"HENRIETTA ISD","HENRIETTA EL","EWN","039902101","039902","039","09","CLAY","E","EE - 05","N"," "," ","A"
"HENRIETTA ISD","HENRIETTA H S","SY","039902001","039902","039","09","CLAY","S","09 - 12","N"," "," ","A"
"HENRIETTA ISD","HENRIETTA MIDDLE SCHOOL","EWS","039902041","039902","039","09","CLAY","M","06 - 08","N"," "," ","A"
"HEREFORD ISD","AIKMAN EL","A","059901101","059901","059","16","DEAF SMITH","E","KG - 03","N"," "," ","R"
"HEREFORD ISD","BLUEBONNET EL","WM","059901102","059901","059","16","DEAF SMITH","E","04 - 05","N"," "," ","A"
"HEREFORD ISD","HEREFORD H S","X","059901001","059901","059","16","DEAF SMITH","S","09 - 12","N"," "," ","A"
"HEREFORD ISD","HEREFORD J H","A","059901042","059901","059","16","DEAF SMITH","M","06 - 08","N"," "," ","A"
"HEREFORD ISD","NORTHWEST EL","AE","059901104","059901","059","16","DEAF SMITH","E","KG - 07","N"," "," ","R"
"HEREFORD ISD","SPECIAL PROGRAMS CTR"," ","059901040","059901","059","16","DEAF SMITH","E","EE - PK","N"," "," ","X"
"HEREFORD ISD","TIERRA BLANCA EL","AEM","059901106","059901","059","16","DEAF SMITH","E","PK - 03","N"," "," ","R"
"HEREFORD ISD","WEST CENTRAL EL","A","059901103","059901","059","16","DEAF SMITH","E","04 - 05","N"," "," ","A"
"HERMLEIGH ISD","HERMLEIGH SCHOOL","TRS","208901001","208901","208","14","SCURRY","B","KG - 12","N"," "," ","A"
"HICO ISD","HICO EL","EW","097903101","097903","097","12","HAMILTON","E","PK - 05","N"," "," ","A"
"HICO ISD","HICO H S","TR","097903001","097903","097","12","HAMILTON","S","09 - 12","N"," "," ","A"
"HICO ISD","HICO J H","W","097903041","097903","097","12","HAMILTON","M","06 - 08","N"," "," ","A"
"HIDALGO ISD","DIAZ J H","A","108905041","108905","108","01","HIDALGO","M","06 - 08","N"," "," ","A"
"HIDALGO ISD","DR ALEJO SALINAS JR ELEMENTARY","AEWMNZ","108905103","108905","108","01","HIDALGO","E","PK - 05","N"," "," ","R"
"HIDALGO ISD","HIDALGO ACADEMY"," ","108905002","108905","108","01","HIDALGO","S","10 - 12","N"," "," ","1"
"HIDALGO ISD","HIDALGO EL","AEMN","108905101","108905","108","01","HIDALGO","E","PK - 05","N"," "," ","R"
"HIDALGO ISD","HIDALGO H S","ADRSY","108905001","108905","108","01","HIDALGO","S","09 - 12","N"," "," ","A"
"HIDALGO ISD","HIDALGO PARK ELEMENTARY","N","108905104","108905","108","01","HIDALGO","E","PK - 05","N"," "," ","A"
"HIDALGO ISD","KELLY EL","AEMZ","108905102","108905","108","01","HIDALGO","E","PK - 05","N"," "," ","R"
"HIGGINS ISD","HIGGINS SCHOOL","EW","148903001","148903","148","16","LIPSCOMB","B","PK - 12","N"," "," ","A"
"HIGGS CARTER KING GIFTED & TALENTE","HIGGS CARTER KING GIFTED & TALENT"," ","015803101","015803","015","20","BEXAR","B","PK - 12","Y"," "," ","1"
"HIGH ISLAND ISD","HIGH ISLAND EL"," ","084903101","084903","084","05","GALVESTON","E","KG - 05","N"," "," ","L"
"HIGH ISLAND ISD","HIGH ISLAND H S"," ","084903001","084903","084","05","GALVESTON","S","09 - 12","N"," "," ","A"
"HIGH ISLAND ISD","HIGH ISLAND MIDDLE","ESY","084903041","084903","084","05","GALVESTON","M","06 - 08","N"," "," ","A"
"HIGHLAND ISD","HIGHLAND SCHOOL","ATWMS","177905001","177905","177","14","NOLAN","B","EE - 12","N"," "," ","R"
"HIGHLAND PARK ISD","ARMSTRONG ELEMENTARY","AEWM","057911101","057911","057","10","DALLAS","E","KG - 04","N"," "," ","E"
"HIGHLAND PARK ISD","BRADFIELD ELEMENTARY","AEWMX","057911102","057911","057","10","DALLAS","E","EE - 04","N"," "," ","E"
"HIGHLAND PARK ISD","HIGHLAND PARK EL","AN","188903101","188903","188","16","POTTER","E","EE - 05","N"," "," ","R"
"HIGHLAND PARK ISD","HIGHLAND PARK H S","DTRX","188903001","188903","188","16","POTTER","S","09 - 12","N"," "," ","R"
"HIGHLAND PARK ISD","HIGHLAND PARK HIGH SCHOOL","ADPCTREMNSY","057911001","057911","057","10","DALLAS","S","09 - 12","N"," "," ","E"
"HIGHLAND PARK ISD","HIGHLAND PARK MIDDLE SCHOOL","AEWMSX","057911041","057911","057","10","DALLAS","M","07 - 08","N"," "," ","E"
"HIGHLAND PARK ISD","HIGHLAND PARK MIDDLE SCHOOL","AEW","188903041","188903","188","16","POTTER","M","06 - 08","N"," "," ","R"
"HIGHLAND PARK ISD","HYER ELEMENTARY","EWMY","057911103","057911","057","10","DALLAS","E","EE - 04","N"," "," ","E"
"HIGHLAND PARK ISD","MCCULLOCH INTERMEDIATE SCHOOL","AEMN","057911105","057911","057","10","DALLAS","M","05 - 06","N"," "," ","E"
"HIGHLAND PARK ISD","UNIVERSITY PARK ELEMENTARY","AEWMY","057911104","057911","057","10","DALLAS","E","EE - 04","N"," "," ","E"
"HILLSBORO ISD","FRANKLIN EL"," ","109904101","109904","109","12","HILL","E","EE - KG","N"," "," ","X"
"HILLSBORO ISD","HILL CO J J A E P"," ","109904010","109904","109","12","HILL","M","06 - 09","N"," "," ","X"
"HILLSBORO ISD","HILLSBORO EL","E","109904104","109904","109","12","HILL","E","01 - 03","N"," "," ","R"
"HILLSBORO ISD","HILLSBORO H S","R","109904001","109904","109","12","HILL","S","09 - 12","N"," "," ","A"
"HILLSBORO ISD","HILLSBORO INTERMEDIATE","MZ","109904109","109904","109","12","HILL","E","04 - 06","N"," "," ","R"
"HILLSBORO ISD","HILLSBORO J H","W","109904041","109904","109","12","HILL","M","07 - 08","N"," "," ","A"
"HITCHCOCK ISD","CROSBY MIDDLE","Z","084908042","084908","084","04","GALVESTON","M","06 - 08","N"," "," ","A"
"HITCHCOCK ISD","GALVESTON CO J J A E P"," ","084908003","084908","084","04","GALVESTON","M","07 - 08","N"," "," ","X"
"HITCHCOCK ISD","HITCHCOCK H S"," ","084908001","084908","084","04","GALVESTON","S","09 - 12","N"," "," ","L"
"HITCHCOCK ISD","STEWART EL"," ","084908103","084908","084","04","GALVESTON","E","EE - 05","N"," "," ","A"
"HOLLAND ISD","BOWMAN MIDDLE","ES","014905041","014905","014","12","BELL","M","06 - 08","N"," "," ","A"
"HOLLAND ISD","HOLLAND EL","EWN","014905101","014905","014","12","BELL","E","EE - 05","N"," "," ","R"
"HOLLAND ISD","HOLLAND H S","TRS","014905001","014905","014","12","BELL","S","09 - 12","N"," "," ","A"
"HOLLIDAY ISD","HOLLIDAY EL","W","005902101","005902","005","09","ARCHER","E","EE - 05","N"," "," ","A"
"HOLLIDAY ISD","HOLLIDAY H S","ATRESY","005902001","005902","005","09","ARCHER","S","09 - 12","N"," "," ","R"
"HOLLIDAY ISD","HOLLIDAY MIDDLE","AEWSY","005902041","005902","005","09","ARCHER","M","06 - 08","N"," "," ","A"
"HONDO ISD","DETENTION CTR"," ","163904104","163904","163","20","MEDINA","S","08 - 11","N"," "," ","1"
"HONDO ISD","HONDO H S"," ","163904001","163904","163","20","MEDINA","S","09 - 12","N"," "," ","A"
"HONDO ISD","MCDOWELL MIDDLE SCHOOL"," ","163904041","163904","163","20","MEDINA","M","06 - 08","N"," "," ","A"
"HONDO ISD","MEYER EL"," ","163904102","163904","163","20","MEDINA","E","EE - 02","N","163904105","NEWELL E WOOLLS INTERMEDIATE","A"
"HONDO ISD","NEWELL E WOOLLS INTERMEDIATE"," ","163904105","163904","163","20","MEDINA","E","03 - 05","N"," "," ","A"
"HONEY GROVE ISD","HONEY GROVE EL","MNX","074907101","074907","074","10","FANNIN","E","PK - 05","N"," "," ","R"
"HONEY GROVE ISD","HONEY GROVE H S","SY","074907001","074907","074","10","FANNIN","S","09 - 12","N"," "," ","A"
"HONEY GROVE ISD","HONEY GROVE MIDDLE","AEW","074907041","074907","074","10","FANNIN","M","06 - 08","N"," "," ","A"
"HONORS ACADEMY","DESTINY HIGH SCHOOL","Y","057825012","057825","057","10","DALLAS","B","KG - 12","Y"," "," ","A"
"HONORS ACADEMY","EXCEL ACADEMY"," ","057825008","057825","057","10","DALLAS","B","01 - 12","Y"," "," ","L"
"HONORS ACADEMY","HONORS ACADEMY"," ","057825005","057825","057","10","DALLAS","S","09 - 12","Y"," "," ","L"
"HONORS ACADEMY","LANDMARK SCHOOL"," ","057825004","057825","057","10","DALLAS","S","07 - 12","Y"," "," ","L"
"HONORS ACADEMY","LEGACY HIGH SCHOOL"," ","057825010","057825","057","10","DALLAS","S","09 - 12","Y"," "," ","L"
"HONORS ACADEMY","PINNACLE SCHOOL","DREWS","057825001","057825","057","10","DALLAS","E","01 - 08","Y"," "," ","A"
"HONORS ACADEMY","UNIVERSITY SCHOOL","X","057825006","057825","057","10","DALLAS","S","08 - 12","Y"," "," ","A"
"HOOKS ISD","HOOKS EL","EW","019902102","019902","019","08","BOWIE","E","EE - 04","N"," "," ","R"
"HOOKS ISD","HOOKS H S","T","019902002","019902","019","08","BOWIE","S","09 - 12","N"," "," ","A"
"HOOKS ISD","HOOKS J H","E","019902041","019902","019","08","BOWIE","M","05 - 08","N"," "," ","A"
"HOUSTON ALTERNATIVE PREPARATORY CH","HOUSTON ALTERNATIVE PREPARATORY C"," ","101851001","101851","101","04","HARRIS","B","PK - 10","Y"," "," ","L"
"HOUSTON CAN ACADEMY CHARTER SCHOOL","HOUSTON CAN ACADEMY HOBBY"," ","101812002","101812","101","04","HARRIS","S","09 - 12","Y"," "," ","1"
"HOUSTON CAN ACADEMY CHARTER SCHOOL","HOUSTON CAN! ACADEMY CHARTER SCHO"," ","101812001","101812","101","04","HARRIS","S","09 - 12","Y"," "," ","1"
"HOUSTON GATEWAY ACADEMY INC","HOUSTON GATEWAY ACADEMY"," ","101828101","101828","101","04","HARRIS","B","KG - 10","Y"," "," ","1"
"HOUSTON HEIGHTS HIGH SCHOOL","HOUSTON HEIGHTS HIGH SCHOOL"," ","101821001","101821","101","04","HARRIS","S","08 - 12","Y"," "," ","1"
"HOUSTON HEIGHTS LEARNING ACADEMY I","HOUSTON HEIGHTS LEARNING ACADEMY"," ","101829101","101829","101","04","HARRIS","E","PK - 05","Y"," "," ","1"
"HOUSTON ISD","A A MILNE EL"," ","101912299","101912","101","04","HARRIS","E","PK - 05","N"," "," ","L"
"HOUSTON ISD","ACCELERATED LEARNING AND TRANSITI"," ","101912341","101912","101","04","HARRIS","S","09 - 12","N"," "," ","2"
"HOUSTON ISD","ALCOTT EL"," ","101912102","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","ALLEN EL"," ","101912103","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","ALMEDA EL"," ","101912104","101912","101","04","HARRIS","E","EE - 06","N"," "," ","A"
"HOUSTON ISD","ANDERSON EL"," ","101912105","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","ARGYLE EL"," ","101912361","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","ASHFORD EL"," ","101912273","101912","101","04","HARRIS","E","EE - 02","N","101912276","SHADOWBRIAR EL","A"
"HOUSTON ISD","ASKEW EL","EWZ","101912274","101912","101","04","HARRIS","E","PK - 04","N"," "," ","R"
"HOUSTON ISD","ATHERTON EL","A","101912106","101912","101","04","HARRIS","E","EE - 06","N"," "," ","A"
"HOUSTON ISD","ATTUCKS MIDDLE"," ","101912041","101912","101","04","HARRIS","M","06 - 08","N"," "," ","L"
"HOUSTON ISD","AUSTIN H S","DTRX","101912001","101912","101","04","HARRIS","S","09 - 12","N"," "," ","A"
"HOUSTON ISD","BANNEKER-MCNAIR MATH/SCIENCE ACAD"," ","101912388","101912","101","04","HARRIS","E","PK - 01","N","101912217","PECK EL","A"
"HOUSTON ISD","BARBARA BUSH EL","EWMN","101912275","101912","101","04","HARRIS","E","EE - 05","N"," "," ","R"
"HOUSTON ISD","BARBARA JORDAN H S","R","101912033","101912","101","04","HARRIS","S","09 - 12","N"," "," ","A"
"HOUSTON ISD","BARRICK EL","AEMX","101912107","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","BASTIAN EL"," ","101912108","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","BELL EL","AEW","101912151","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","BELLAIRE H S","PRS","101912002","101912","101","04","HARRIS","S","09 - 12","N"," "," ","A"
"HOUSTON ISD","BELLFORT ACADEMY","W","101912360","101912","101","04","HARRIS","E","04 - 05","N"," "," ","A"
"HOUSTON ISD","BENAVIDEZ EL"," ","101912295","101912","101","04","HARRIS","E","EE - 05","N"," "," ","L"
"HOUSTON ISD","BENBROOK EL","AW","101912268","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","BERRY EL","WMY","101912109","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","BLACK MIDDLE","Y","101912042","101912","101","04","HARRIS","M","05 - 08","N"," "," ","A"
"HOUSTON ISD","BLACKSHEAR EL"," ","101912110","101912","101","04","HARRIS","E","PK - 06","N"," "," ","L"
"HOUSTON ISD","BONHAM EL"," ","101912111","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","BONNER EL","AW","101912112","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","BOWIE EL","E","101912113","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","BRAEBURN EL","Y","101912114","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","BRIARGROVE EL","EWN","101912116","101912","101","04","HARRIS","E","KG - 05","N"," "," ","R"
"HOUSTON ISD","BRIARMEADOW CHARTER","EWY","101912143","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","BRIARMEADOW MIDDLE SCHOOL","AEWMSZ","101912344","101912","101","04","HARRIS","M","06 - 08","N"," "," ","R"
"HOUSTON ISD","BRISCOE EL","AWY","101912117","101912","101","04","HARRIS","E","EE - 06","N"," "," ","A"
"HOUSTON ISD","BROCK EL"," ","101912118","101912","101","04","HARRIS","E","PK - KG","N"," "," ","X"
"HOUSTON ISD","BROOKLINE EL","AWNZ","101912119","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","BROWNING EL","AWN","101912120","101912","101","04","HARRIS","E","PK - 05","N"," "," ","R"
"HOUSTON ISD","BRUCE EL","X","101912121","101912","101","04","HARRIS","E","PK - 06","N"," "," ","A"
"HOUSTON ISD","BURBANK EL","WN","101912122","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","BURBANK MIDDLE","EY","101912043","101912","101","04","HARRIS","M","06 - 08","N"," "," ","A"
"HOUSTON ISD","BURNET EL","A","101912124","101912","101","04","HARRIS","E","PK - 06","N"," "," ","A"
"HOUSTON ISD","BURRUS EL"," ","101912125","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","CAGE EL","AEWM","101912287","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","CARNEGIE VANGUARD HS","ADPCTREMS","101912322","101912","101","04","HARRIS","S","09 - 12","N"," "," ","R"
"HOUSTON ISD","CARRILLO EL","AW","101912292","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","CHALLENGE EARLY COLLEGE H S","ADS","101912323","101912","101","04","HARRIS","S","09 - 12","N"," "," ","A"
"HOUSTON ISD","CHATHAM EL","Y","101912261","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","CHAVEZ H S","R","101912027","101912","101","04","HARRIS","S","09 - 12","N"," "," ","A"
"HOUSTON ISD","CLIFTON MIDDLE","EW","101912048","101912","101","04","HARRIS","M","06 - 08","N"," "," ","A"
"HOUSTON ISD","CLINTON PARK EL","Z","101912129","101912","101","04","HARRIS","E","PK - 06","N"," "," ","A"
"HOUSTON ISD","CODWELL EL"," ","101912123","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","COMMUNITY EDUCATION PARTNERS SE"," ","101912316","101912","101","04","HARRIS","B","06 - 12","N"," "," ","X"
"HOUSTON ISD","COMMUNITY EDUCATION PARTNERS SW"," ","101912303","101912","101","04","HARRIS","B","06 - 12","N"," "," ","X"
"HOUSTON ISD","COMMUNITY SERVICES-SEC"," ","101912013","101912","101","04","HARRIS","B","EE - 12","N"," "," ","1"
"HOUSTON ISD","CONCORD EL","Z","101912270","101912","101","04","HARRIS","E","PK - 06","N"," "," ","A"
"HOUSTON ISD","CONDIT EL","AWN","101912130","101912","101","04","HARRIS","E","KG - 05","N"," "," ","A"
"HOUSTON ISD","CONTEMPORARY LRN CTR H S"," ","101912029","101912","101","04","HARRIS","S","09 - 12","N"," "," ","1"
"HOUSTON ISD","CONTEMPORARY LRN CTR MIDDLE"," ","101912093","101912","101","04","HARRIS","M","07 - 08","N"," "," ","1"
"HOUSTON ISD","COOP EL","W","101912132","101912","101","04","HARRIS","E","PK - 05","N"," "," ","A"
"HOUSTON ISD","CORNELIUS EL","AEWMN","101912133","101912","101","04","HARRIS","E","PK - 05","N"," "," ","R"
"HOUSTON ISD","CRAWFORD EL"," ","101912134","101912","101","04","HARRIS","E","PK - 06","N"," "," ","A"
"HOUSTON ISD","CRESPO EL","AWM","101912290","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","CROCKETT EL"," ","101912135","101912","101","04","HARRIS","E","01 - 06","N"," "," ","A"
"HOUSTON ISD","CULLEN MIDDLE"," ","101912044","101912","101","04","HARRIS","M","06 - 08","N"," "," ","A"
"HOUSTON ISD","CUNNINGHAM EL","AWZ","101912136","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","DAVILA EL","A","101912297","101912","101","04","HARRIS","E","EE - 05","N"," "," ","A"
"HOUSTON ISD","DAVIS H S","R","101912003","101912","101","04","HARRIS","S","09 - 12","N"," "," ","A"
"HOUSTON ISD","DE CHAUMES EL"," ","101912137","101912","101","04","HARRIS","E","PK - 05","N"," "," ","L"
"HOUSTON ISD","DE ZAVALA EL","AEMN","101912138","101912","101","04","HARRIS","E","PK - 06","N"," "," ","R"
